    0.292608690261840820E+01    0.236057710647583008E+01   -0.783306312870632215E+01
    0.269577741622924805E+01   -0.137562346458435059E+01   -0.688010340067148629E+01
   -0.574349284172058105E+01    0.814887285232543945E+00   -0.610101344868530227E+01
   -0.559218049049377441E+01   -0.114470672607421875E+01   -0.602233929082031239E+01
   -0.433130550384521484E+01    0.223158574104309082E+01   -0.588947368258270298E+01
    0.405779886245727539E+01    0.152520632743835449E+01   -0.568494609782440552E+01
   -0.193876504898071289E+01    0.449934482574462891E+00   -0.565602258225028987E+01
    0.444567489624023438E+01    0.216472721099853516E+01   -0.517852551462904209E+01
    0.157632422447204590E+01    0.136993646621704102E+01   -0.515484591364133671E+01
   -0.201596331596374512E+01   -0.697458744049072266E+00   -0.510498840751346794E+01
    0.245590925216674805E+01    0.210615563392639160E+01   -0.476756802820493331E+01
   -0.308964872360229492E+01   -0.159790277481079102E+01   -0.475003879794330697E+01
   -0.464260768890380859E+01   -0.205053448677062988E+01   -0.465037513761209986E+01
   -0.123508071899414062E+01    0.609138250350952148E+00   -0.458146739737797848E+01
   -0.327090096473693848E+01   -0.233375000953674316E+01   -0.456650357988086419E+01
   -0.514290976524353027E+01   -0.255068063735961914E+00   -0.430856081511137035E+01
    0.185902333259582520E+01    0.166453170776367188E+01   -0.430851858192064796E+01
    0.194699549674987793E+01    0.596626281738281250E+00   -0.427236780989632692E+01
   -0.278060030937194824E+01   -0.150185894966125488E+01   -0.421864203316305009E+01
    0.425100874900817871E+01    0.148703169822692871E+01   -0.419694643633552289E+01
   -0.494554924964904785E+01    0.828661680221557617E+00   -0.418677056399946412E+01
   -0.516780781745910645E+01   -0.616164207458496094E-01   -0.409620341369672936E+01
   -0.450292682647705078E+01   -0.210391402244567871E+01   -0.408557014033561927E+01
    0.150905227661132812E+01    0.120819711685180664E+01   -0.402396937676196398E+01
    0.233987903594970703E+01   -0.201906895637512207E+01   -0.401625441013398987E+01
    0.565514302253723145E+01   -0.873730659484863281E+00   -0.391454106784328459E+01
    0.485236001014709473E+01   -0.987422704696655273E+00   -0.391453714909042283E+01
    0.286114382743835449E+01   -0.223548674583435059E+01   -0.389699680259266046E+01
    0.323792839050292969E+01    0.165901637077331543E+01   -0.374953642910913931E+01
    0.297497248649597168E+01   -0.225958943367004395E+01   -0.372944717828483796E+01
