    0.533861892820113644E+05    0.543595308424216031E-10   -0.136869683527652288E+02    0.345831255975334662E+01   -0.136142436497675821E+02    0.531449072815844037E+01    0.187618286721035838E+04
    0.539799902834611930E+05    0.124308198027093695E-11   -0.131727091393173410E+02    0.511950187771029341E+01   -0.132626956883585887E+02    0.667558842974666966E+01    0.187688938070921722E+04
    0.534226605537450450E+05    0.251471114583881897E-10   -0.131962474087655508E+02    0.415087689593813103E+01   -0.132116803500607372E+02    0.343581358061136211E+01    0.187712390788859921E+04
    0.545787314102316595E+05   -0.105751712889212001E-10   -0.132538359385535021E+02    0.563659208610193119E+01   -0.133521520977576706E+02    0.477807595917882821E+01    0.187720816815310809E+04
    0.546037123975488284E+05    0.217584988360493166E-10   -0.132905657766666963E+02    0.416874108319198289E+01   -0.129145605898204359E+02    0.264826981045980503E+01    0.187750234379568792E+04
    0.541966094051195469E+05   -0.260345110415458047E-11   -0.130592483945140589E+02    0.245271846509070279E+01   -0.133595518408756408E+02    0.644065216316573608E+01    0.187803656351660538E+04
    0.532264698177723840E+05   -0.274187767585978386E-11   -0.135639376994163019E+02    0.492192826739752753E+01   -0.133963555192129427E+02    0.557570611818779316E+01    0.187825373641117949E+04
    0.532885495851075393E+05   -0.144270905593186270E-10   -0.135196670913553980E+02    0.508423770507751183E+01   -0.136601640699629883E+02    0.664994993631874021E+01    0.187850690441124607E+04
    0.531941180665556312E+05    0.181823733777513382E-10   -0.130202097648294668E+02    0.244568551543034518E+01   -0.135995619996764248E+02    0.658543391520195254E+01    0.187885881947499001E+04
    0.537405609514209791E+05   -0.283433494700798050E-10   -0.133658005024399102E+02    0.478603405035594065E+01   -0.133365643772720794E+02    0.425776009665141153E+01    0.187889921140170190E+04
    0.547254260009550344E+05    0.401333321558632442E-11   -0.134825837529712711E+02    0.518037096383013917E+01   -0.134229208268761173E+02    0.543113946331125685E+01    0.187890039518956473E+04
    0.532179222736905067E+05    0.875022270989481021E-11   -0.134143234229683959E+02    0.375180592186204898E+01   -0.131590072290533566E+02    0.366899469218828589E+01    0.187895414433142287E+04
