   -0.129882241581647015E+02    0.324441188482319687E+01    0.187559037226084911E+04
   -0.133851001034464350E+02    0.350195694143606140E+01    0.187611945237196051E+04
   -0.129365441799163818E+02    0.450437462329864502E+01    0.187654075550795642E+04
   -0.129603768398614854E+02    0.552041210116455527E+01    0.187673952761117926E+04
   -0.136263889579678388E+02    0.601502086831422833E+01    0.187706513520624958E+04
   -0.135961630861136253E+02    0.546036061951333807E+01    0.187721950754333102E+04
   -0.131468664809587725E+02    0.690257315440366259E+01    0.187735427460575193E+04
   -0.135643549811575319E+02    0.505635553137780391E+01    0.187738896925684821E+04
   -0.136197988783483162E+02    0.633787653978045373E+01    0.187742222762542406E+04
   -0.136126668585012176E+02    0.665403475106971509E+01    0.187749390808654516E+04
   -0.131748182900997293E+02    0.688888036061636022E+01    0.187772876385631571E+04
   -0.134395603685187002E+02    0.400312041014123299E+01    0.187778847664221121E+04
   -0.130183107852935791E+02    0.576115739345550537E+01    0.187778978507126340E+04
   -0.130437552764729254E+02    0.599574311541867200E+01    0.187788936478290907E+04
   -0.129980707258568149E+02    0.536492836306303289E+01    0.187791076470941334E+04
   -0.131168761366444127E+02    0.653911664396862324E+01    0.187791934366354872E+04
   -0.131869252045837726E+02    0.683729862365271046E+01    0.187800809017587380E+04
   -0.135837599851167656E+02    0.578725950116688814E+01    0.187812909324735483E+04
   -0.132274114104402436E+02    0.319134024866771915E+01    0.187816962507274184E+04
   -0.130005244273255123E+02    0.513744581568244918E+01    0.187822555862401441E+04
   -0.131873214244842529E+02    0.674573683738708496E+01    0.187826914851281708E+04
   -0.132757030363282453E+02    0.699744108788306463E+01    0.187828455407012461E+04
   -0.131946234703063965E+02    0.317240405082702637E+01    0.187830704297349075E+04
   -0.133914730547346128E+02    0.379768396674189956E+01    0.187839536133516776E+04
   -0.132754509449005127E+02    0.332519960403442383E+01    0.187840693185332839E+04
   -0.132432329120111110E+02    0.325007074548444441E+01    0.187840879123183731E+04
   -0.134982575230342547E+02    0.695299163043280366E+01    0.187842604049085912E+04
   -0.130459740946122267E+02    0.573182147617169235E+01    0.187844181668327019E+04
   -0.130337182094252491E+02    0.557465564528361313E+01    0.187844727473767762E+04
   -0.132090978587747969E+02    0.674397927164072186E+01    0.187849498188357393E+04
   -0.131936586417412265E+02    0.668073356265344565E+01    0.187851609848233056E+04
   -0.132948122063410690E+02    0.694462963005236755E+01    0.187854236794772169E+04
   -0.135419886119719237E+02    0.665636775234630651E+01    0.187855718192173208E+04
   -0.135226019615009871E+02    0.489272590884665881E+01    0.187856489082583357E+04
   -0.130851898438685872E+02    0.603413841157144404E+01    0.187859916224388689E+04
   -0.132450923481850467E+02    0.681264497552153614E+01    0.187860887000459297E+04
   -0.131425429260120694E+02    0.323478034956178551E+01    0.187861977259619653E+04
   -0.130080680045822863E+02    0.431749242132922895E+01    0.187862856420938351E+04
   -0.135516152049462946E+02    0.647589976080538765E+01    0.187865441850254774E+04
   -0.131886297509754602E+02    0.659976286505284371E+01    0.187868341293810045E+04
   -0.135453584194183350E+02    0.529690486192703247E+01    0.187870469002471873E+04
