    0.535133427880688105E+05   -0.172050508508278678E-09   -0.177188533544540405E+02    0.326017391681671143E+01   -0.184401440620422363E+02    0.528249573707580566E+01   -0.117196778786519542E+06   -0.690775511231546968E+01    1
    0.535328131700334488E+05   -0.168494048302022811E-09   -0.178801888227462769E+02    0.808187723159790039E+00   -0.180491125583648682E+02    0.931036412715911865E+00   -0.111299919753421098E+06   -0.690875511231548245E+01    1
    0.535540843637227590E+05   -0.164715113756927766E-09   -0.181711328029632568E+02    0.466510218381881714E+01   -0.184155875444412231E+02    0.316699504852294922E+00   -0.104326552713826299E+06   -0.690975511231547301E+01    1
    0.535658800088399148E+05   -0.166519149168722592E-09   -0.170387965440750122E+02    0.102847146987915039E+01   -0.179150277376174927E+02    0.362010037899017334E+01   -0.104174480778155848E+06   -0.691075511231547601E+01    1
    0.544156022087168967E+05    0.173794917367987726E-09   -0.150651711225509644E+02    0.186659395694732666E+00   -0.194419091939926147E+02    0.521642029285430908E+00   -0.102889184079584491E+06   -0.691175511231546658E+01    1
    0.534127195130526670E+05   -0.167708636727190344E-09   -0.159457361698150635E+02    0.515148848295211792E+01   -0.188543683290481567E+02    0.612847846746444702E+01   -0.100619209624381736E+06   -0.691275511231547579E+01    1
    0.544117285635550870E+05    0.166673209433421641E-09   -0.184830284118652344E+02    0.693907737731933594E-01   -0.178031682968139648E+02    0.483792155981063843E+01   -0.975942803497418645E+05   -0.691375511231547435E+01    1
    0.543135060120181370E+05    0.149360633605417612E-09   -0.186854112148284912E+02    0.635915797948837280E+01   -0.151916116476058960E+02    0.242419934272766113E+01   -0.892377361655078130E+05   -0.691475511231548357E+01    1
    0.542059130821556246E+05    0.152152922320635839E-09   -0.169145256280899048E+02    0.670654118061065674E+00   -0.148850768804550171E+02    0.802583873271942139E+00   -0.875982241375965532E+05   -0.691575511231552209E+01    1
    0.543623635659123174E+05    0.142121387205129549E-09   -0.169621723890304565E+02    0.229427981376647949E+01   -0.153706246614456177E+02    0.772508084774017334E+00   -0.837914297619337449E+05   -0.691675511231554463E+01    1
    0.535093336164582361E+05   -0.132347155021970492E-09   -0.174172139167785645E+02    0.610660630464553833E+01   -0.153683054447174072E+02    0.236591947078704834E+01   -0.772746579516138881E+05   -0.691775511231549967E+01    1
