   -0.947376525402069070E+00   -0.187773547172546387E+02    0.665964382886886597E+01   -0.586579648635294638E+06   -0.460515351937698814E+01    1
   -0.910318338871002219E+00   -0.181005768775939941E+02    0.474628394842147827E+01   -0.494223882693047228E+06   -0.461515351937698259E+01    1
   -0.728813397884368941E+00   -0.196652960777282715E+02    0.489947086572647095E+01   -0.213096881919896376E+06   -0.462515351937698149E+01    1
   -0.691817760467529297E+00   -0.170973663330078125E+02    0.617507290840148926E+01   -0.163972905036245618E+06   -0.463515351937698661E+01    1
   -0.627376306056976363E+00   -0.199861133098602295E+02    0.679348325729370117E+01   -0.132786729700920347E+06   -0.464515351937698728E+01    1
   -0.526204621791839577E+00   -0.190174453258514404E+02    0.107439625263214111E+01   -0.825626534254606668E+05   -0.465515351937698174E+01    1
   -0.625106179714202792E+00   -0.150578567981719971E+02    0.161107867956161499E+01   -0.766242419394165627E+05   -0.466515351937698153E+01    1
   -0.503258275985717707E+00   -0.198560733795166016E+02    0.630969339609146118E+01   -0.740777476542101940E+05   -0.467515351937698398E+01    1
   -0.452014422416686990E+00   -0.178775758743286133E+02    0.422504705190658569E+01   -0.580750179713118996E+05   -0.468515351937698377E+01    1
   -0.956350815296173051E+00   -0.151625208854675293E+02    0.481616872549057007E+01   -0.552829740345281898E+05   -0.469515351937698444E+01    1
   -0.423473930358886697E+00   -0.180822241306304932E+02    0.605923873186111450E+01   -0.506616238447691721E+05   -0.470515351937698423E+01    1
   -0.391601026058197021E+00   -0.182727274894714355E+02    0.387359833717346191E+01   -0.434809736526828856E+05   -0.471515351937698135E+01    1
   -0.968712985515594482E+00   -0.946306204795837402E+01    0.580653601884841919E+01   -0.347202615783835499E+05   -0.472515351937698025E+01    1
   -0.942088043689727761E+00   -0.880351614952087402E+01    0.617684823274612427E+01   -0.305185861707515505E+05   -0.473515351937698448E+01    1
   -0.935625684261321977E+00   -0.108989500999450684E+02    0.279150372743606567E+01   -0.299798119403721976E+05   -0.474515351937698782E+01    1
   -0.364863443374633722E+00   -0.147288699150085449E+02    0.103811663389205933E+01   -0.249030239801136922E+05   -0.475515351937698494E+01    1
   -0.863994097709655740E+00   -0.800362491607666016E+01    0.364305734634399414E+01   -0.208154058337152455E+05   -0.476515351937698117E+01    1
   -0.847688186168670699E+00   -0.110539989471435547E+02    0.135097092390060425E+01   -0.193541216543380797E+05   -0.477515351937698451E+01    1
   -0.832735669612884477E+00   -0.982249522209167480E+01    0.556765705347061157E+01   -0.177636810390921855E+05   -0.478515351937698341E+01    1
   -0.804211437702178955E+00   -0.119033780097961426E+02    0.412374800443649292E+01   -0.154333502413033784E+05   -0.479515351937697876E+01    1
   -0.799723637104034379E+00   -0.107065999507904053E+02    0.568911886215209961E+01   -0.151318308315917438E+05   -0.480515351937698032E+01    1
   -0.779166483879089378E+00   -0.965121006965637207E+01    0.703764855861663818E+00   -0.134737383638761530E+05   -0.481515351937698277E+01    1
   -0.123473560810089089E+00   -0.189605116844177246E+02    0.116208350658416748E+01   -0.112516513424875302E+05   -0.482515351937698345E+01    1
   -0.728173744678497270E+00   -0.111016993522644043E+02    0.430354934930801392E+01   -0.103348336962983431E+05   -0.483515351937698323E+01    1
   -0.676915860176086404E+00   -0.136682951450347900E+02    0.266041553020477295E+01   -0.791840336620322796E+04   -0.484515351937698480E+01    1
   -0.124989819526672319E+00   -0.151965584754943848E+02    0.315774500370025635E+01   -0.789096353055488271E+04   -0.485515351937698814E+01    1
   -0.671034014225006081E+00   -0.134106199741363525E+02    0.237844187021255493E+01   -0.749780606769424321E+04   -0.486515351937698437E+01    1
   -0.201593399047850230E-01   -0.179397330284118652E+02    0.564770269393920898E+01   -0.626274144234492633E+04   -0.487515351937698149E+01    1
   -0.557752323150634721E+00   -0.881952929496765137E+01    0.531247013807296753E+01   -0.373075685977372359E+04   -0.488515351937698572E+01    1
