   -0.129958533028683085E+02    0.126853044520934022E+01   -0.138181398507837638E+02    0.661623204714000401E+01    0.186844487197111721E+04
   -0.128198474746974149E+02    0.493676199676177418E+01   -0.131267270455549205E+02    0.287140777783713874E+01    0.187169748845080267E+04
   -0.138864863259651621E+02    0.532210598506875687E+01   -0.133993057625221574E+02    0.637039831314405713E+01    0.187186029275759120E+04
   -0.132663506678597010E+02    0.640954543834647161E+01   -0.129417915507417121E+02    0.494059464521923619E+01    0.187200078709470108E+04
   -0.126515566257054353E+02    0.257417251768363542E+01   -0.136232318107740902E+02    0.623258926416882630E+01    0.187209648479455700E+04
   -0.133282670717958744E+02    0.286662157721352351E+01   -0.129061188552899004E+02    0.201143513530792362E+01    0.187217970741633144E+04
   -0.135522294463757333E+02    0.627658911370259887E+01   -0.131018338836185819E+02    0.253926961947501972E+01    0.187227360939160644E+04
   -0.132703676922920977E+02    0.535664148188447342E+01   -0.127695431480987072E+02    0.411096850144619097E+01    0.187228126886365771E+04
   -0.137459852006466434E+02    0.500992204291525045E+01   -0.129456328830431229E+02    0.361028520727401459E+01    0.187246744447875335E+04
   -0.137967223398246901E+02    0.530216344739764267E+01   -0.132803378257644624E+02    0.656612882165407363E+01    0.187276705430251059E+04
   -0.129949644304813265E+02    0.619084384756604500E+01   -0.135656312456411285E+02    0.548052567247566369E+01    0.187284304849048840E+04
   -0.136764903051309883E+02    0.395262114073829585E+01   -0.135805022012372891E+02    0.641076808130311626E+01    0.187287223122459000E+04
   -0.129365104677942000E+02    0.481492831329378213E+01   -0.128905861478737460E+02    0.437313456720984917E+01    0.187301973926098435E+04
   -0.130460829954525650E+02    0.400443732250372531E+01   -0.128103243819764501E+02    0.164781346585885236E+01    0.187303864363073717E+04
   -0.131424843222655312E+02    0.496829498029539440E+01   -0.128760764552464622E+02    0.174277330762244809E+01    0.187304418979336333E+04
   -0.130182011818880206E+02    0.154444485282204003E+01   -0.136012755191576176E+02    0.592397844674728979E+01    0.187306907711175700E+04
   -0.129684988211182350E+02    0.243183600411448797E+01   -0.136341068599030226E+02    0.508032007721319623E+01    0.187309962838832234E+04
   -0.133445733591974545E+02    0.568802923380493652E+01   -0.128479239461412433E+02    0.359302030602946854E+01    0.187317753235670170E+04
   -0.129588735397283692E+02    0.211640967874263719E+01   -0.128977758698557956E+02    0.251744927128146490E+01    0.187326197778764254E+04
   -0.133885702224887648E+02    0.685766553054797967E+01   -0.131295364488309279E+02    0.404660279040712023E+01    0.187326393215021017E+04
   -0.137470373670138191E+02    0.643651711582238839E+01   -0.136239610120132166E+02    0.573659886076862602E+01    0.187328844315866263E+04
   -0.127577489543141933E+02    0.216560646583238725E+01   -0.131359276289817650E+02    0.322835753421320693E+01    0.187333406839576583E+04
   -0.128644347551839324E+02    0.245699123281800613E+01   -0.131799157339462596E+02    0.696246863938913219E+01    0.187345511437753248E+04
   -0.128478190476272189E+02    0.453081457011204325E+01   -0.131613094600175859E+02    0.640354345452243745E+01    0.187349530352043166E+04
   -0.127593155466154062E+02    0.145001269649128917E+01   -0.132847887780617935E+02    0.535141935258800672E+01    0.187355042470462922E+04
   -0.139698924457359297E+02    0.673739569809574768E+01   -0.134060467886840744E+02    0.567920007103830038E+01    0.187358517516927895E+04
   -0.138658976269729770E+02    0.585411983662285884E+01   -0.133617218831263678E+02    0.612004138136292930E+01    0.187363670712314433E+04
   -0.138092572975811727E+02    0.576002659826213304E+01   -0.131604787357988862E+02    0.356046691804219106E+01    0.187373647637906106E+04
   -0.132401287356304707E+02    0.623334827407930003E+01   -0.131548151971467799E+02    0.326516220084332742E+01    0.187376542000015070E+04
   -0.130133667258011183E+02    0.357192648972803628E+01   -0.128979040105924341E+02    0.172778462323005844E+01    0.187381110191104381E+04
   -0.133911645410963747E+02    0.548946285652675581E+01   -0.129897613405174592E+02    0.583968835699725464E+01    0.187390894361378014E+04
   -0.137838645293745863E+02    0.694307716676431674E+01   -0.135947485897317595E+02    0.624321207705977343E+01    0.187394964631864877E+04
   -0.129197858431260908E+02    0.396913416302255939E+01   -0.135455711944927639E+02    0.477780132840333227E+01    0.187396271816491208E+04
   -0.128244091915068488E+02    0.137840080603633841E+01   -0.133610450533920488E+02    0.548245126643252689E+01    0.187398170596597174E+04
   -0.131021221304276523E+02    0.629433440201849681E+01   -0.137421562702614199E+02    0.691195916516393627E+01    0.187399726455018845E+04
   -0.128615384100652559E+02    0.283549214214086120E+01   -0.133041303346453113E+02    0.340908785783947277E+01    0.187400096583367485E+04
   -0.136405079640410740E+02    0.427046255451604395E+01   -0.137208674004456928E+02    0.646096561908861666E+01    0.187404376156843409E+04
   -0.132980992473511712E+02    0.304445236430392807E+01   -0.129011786901300614E+02    0.563593880557941596E+01    0.187407154428048216E+04
   -0.133811213274451752E+02    0.366277821559216843E+01   -0.128738238830115570E+02    0.188836393261732360E+01    0.187409563289479865E+04
   -0.133774190135848770E+02    0.281295003614815853E+01   -0.137240278064697989E+02    0.631889900662614501E+01    0.187409840174500732E+04
   -0.130234353240145566E+02    0.537314060735505006E+01   -0.130526094752883708E+02    0.297268710063443375E+01    0.187411984478177419E+04
   -0.135376394029280256E+02    0.438513453109544127E+01   -0.131227061607695212E+02    0.243037562473237800E+01    0.187414555654933611E+04
   -0.128138282749580785E+02    0.492441786004236626E+01   -0.135493472924868819E+02    0.651974114454020981E+01    0.187429306806906425E+04
   -0.132856033381963705E+02    0.633101269607675565E+01   -0.131593492905962552E+02    0.583854509518832554E+01    0.187434230278189989E+04
   -0.128436817944437873E+02    0.387159274578999657E+01   -0.130036390927853418E+02    0.341029404961474558E+01    0.187439088166281545E+04
   -0.137371221543033410E+02    0.490160838849777303E+01   -0.132911240860174296E+02    0.592578744039591943E+01    0.187447244083219357E+04
   -0.134161638505950478E+02    0.404943415002700746E+01   -0.128640128950492247E+02    0.204324452005918999E+01    0.187448040842607134E+04
   -0.134837064851424913E+02    0.563902999081764023E+01   -0.132732399227723477E+02    0.337370989401395072E+01    0.187451367148530335E+04
   -0.130578049996851924E+02    0.571900854862515651E+01   -0.135524722624608316E+02    0.534644478065715312E+01    0.187455030006557263E+04
   -0.127242039445746009E+02    0.316428713541646323E+01   -0.132446004485471320E+02    0.484203715411834512E+01    0.187456171930267101E+04
   -0.134846121286708680E+02    0.407729297617178066E+01   -0.129389536170407506E+02    0.225965158919502818E+01    0.187457366885925694E+04
