Nested Sampling Global Log-Evidence           :    0.187703131479019567E+04  +/-    0.958998779139835361E-01
Nested Importance Sampling Global Log-Evidence:    0.187726181685779920E+04  +/-    0.171363303243201801E-01

Dim No.       Mean        Sigma
   1   -0.132798760749869729E+02    0.983471139930033184E-01
   2    0.493926379818297967E+01    0.667927348173784963E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.132782272997404629E+02
   2    0.470203802367445611E+01

MAP Parameters
Dim No.        Parameter
   1   -0.132924044568797211E+02
   2    0.558666602265401213E+01
