    0.800000000000000000E+01    0.999608933925628662E+01   -0.819609010391965853E+02   -0.760090241787552312E+01    1
    0.800000000000000000E+01    0.999513030052185059E+01   -0.819513148622050096E+02   -0.760140241787544646E+01    1
    0.700000000000000000E+01    0.997976601123809814E+01   -0.817978648195315827E+02   -0.760190241787540621E+01    1
    0.100000000000000000E+02    0.997945427894592285E+01   -0.817947538527860445E+02   -0.760240241787539794E+01    1
    0.700000000000000000E+01    0.997785151004791260E+01   -0.817787603782826977E+02   -0.760290241787547671E+01    1
    0.140000000000000000E+02    0.996246218681335449E+01   -0.816253264118429627E+02   -0.760340241787553950E+01    1
    0.130000000000000000E+02    0.996013522148132324E+01   -0.816021468150964040E+02   -0.760390241787554544E+01    1
    0.120000000000000000E+02    0.995805919170379639E+01   -0.815814714327382262E+02   -0.760440241787551496E+01    1
    0.100000000000000000E+02    0.995227575302124023E+01   -0.815238963320872472E+02   -0.760490241787542143E+01    1
    0.900000000000000000E+01    0.994560062885284424E+01   -0.814574859343190383E+02   -0.760540241787541049E+01    1
    0.700000000000000000E+01    0.994444429874420166E+01   -0.814459862054130213E+02   -0.760590241787546884E+01    1
    0.100000000000000000E+02    0.994310617446899414E+01   -0.814326801983817177E+02   -0.760640241787542148E+01    1
    0.900000000000000000E+01    0.993517339229583740E+01   -0.813538351674915816E+02   -0.760690241787538035E+01    1
    0.700000000000000000E+01    0.993399858474731445E+01   -0.813421639408808232E+02   -0.760740241787540672E+01    1
    0.900000000000000000E+01    0.993280827999114990E+01   -0.813303401635303658E+02   -0.760790241787540200E+01    1
    0.700000000000000000E+01    0.993067979812622070E+01   -0.813092006264561178E+02   -0.760840241787544080E+01    1
    0.100000000000000000E+02    0.992825627326965332E+01   -0.812851363138591125E+02   -0.760890241787543875E+01    1
    0.800000000000000000E+01    0.992821514606475830E+01   -0.812847279932748279E+02   -0.760940241787537186E+01    1
    0.600000000000000000E+01    0.992797076702117920E+01   -0.812823017754135435E+02   -0.760990241787539112E+01    1
    0.100000000000000000E+02    0.992240071296691895E+01   -0.812270179543432107E+02   -0.761040241787548677E+01    1
    0.120000000000000000E+02    0.991822779178619385E+01   -0.811856212648800124E+02   -0.761090241787548649E+01    1
    0.700000000000000000E+01    0.990903496742248535E+01   -0.810944869928007677E+02   -0.761140241787539296E+01    1
    0.700000000000000000E+01    0.990398705005645752E+01   -0.810444797438429987E+02   -0.761190241787538380E+01    1
    0.600000000000000000E+01    0.990027010440826416E+01   -0.810076740701200038E+02   -0.761240241787547500E+01    1
    0.100000000000000000E+02    0.988503158092498779E+01   -0.808569246779421746E+02   -0.761290241787552002E+01    1
    0.100000000000000000E+02    0.988308906555175781E+01   -0.808377247388143587E+02   -0.761340241787543359E+01    1
    0.130000000000000000E+02    0.988248467445373535E+01   -0.808317516704064758E+02   -0.761390241787542088E+01    1
    0.600000000000000000E+01    0.988109111785888672E+01   -0.808179808397148918E+02   -0.761440241787540817E+01    1
    0.700000000000000000E+01    0.987677752971649170E+01   -0.807753671857562949E+02   -0.761490241787538835E+01    1
    0.600000000000000000E+01    0.987034857273101807E+01   -0.807118904736066156E+02   -0.761540241787541383E+01    1
    0.600000000000000000E+01    0.986980795860290527E+01   -0.807065545698506241E+02   -0.761590241787537625E+01    1
    0.700000000000000000E+01    0.986608803272247314E+01   -0.806698465347147931E+02   -0.761640241787545325E+01    1
    0.800000000000000000E+01    0.984277784824371338E+01   -0.804401378849385651E+02   -0.761690241787554800E+01    1
    0.700000000000000000E+01    0.984183609485626221E+01   -0.804308688590077736E+02   -0.761740241787551398E+01    1
    0.130000000000000000E+02    0.983697116374969482E+01   -0.803830008382215055E+02   -0.761790241787549149E+01    1
    0.130000000000000000E+02    0.983492732048034668E+01   -0.803628976995653659E+02   -0.761840241787545835E+01    1
    0.130000000000000000E+02    0.982749938964843750E+01   -0.802898721267702058E+02   -0.761890241787545452E+01    1
    0.900000000000000000E+01    0.982449352741241455E+01   -0.802603365350842068E+02   -0.761940241787546935E+01    1
    0.700000000000000000E+01    0.982318758964538574E+01   -0.802475072106815617E+02   -0.761990241787544242E+01    1
    0.100000000000000000E+02    0.981157958507537842E+01   -0.801335469771339604E+02   -0.762040241787548833E+01    1
    0.600000000000000000E+01    0.981121599674224854E+01   -0.801299796673654896E+02   -0.762090241787555822E+01    1
    0.120000000000000000E+02    0.979812681674957275E+01   -0.800016445585535507E+02   -0.762140241787555173E+01    1
    0.900000000000000000E+01    0.979683697223663330E+01   -0.799890073302913152E+02   -0.762190241787554434E+01    1
    0.100000000000000000E+02    0.978506386280059814E+01   -0.798737373995430744E+02   -0.762240241787544903E+01    1
    0.900000000000000000E+01    0.978132843971252441E+01   -0.798371930227645237E+02   -0.762290241787535283E+01    1
    0.600000000000000000E+01    0.977840185165405273E+01   -0.798085713862157036E+02   -0.762340241787540673E+01    1
    0.140000000000000000E+02    0.977619826793670654E+01   -0.797870262870043234E+02   -0.762390241787548195E+01    1
    0.700000000000000000E+01    0.976653456687927246E+01   -0.796925987230238491E+02   -0.762440241787551276E+01    1
    0.120000000000000000E+02    0.975804448127746582E+01   -0.796097160492948035E+02   -0.762490241787549827E+01    1
    0.140000000000000000E+02    0.975730538368225098E+01   -0.796025041752173195E+02   -0.762540241787549622E+01    1
    0.130000000000000000E+02    0.975176930427551270E+01   -0.795485022819050585E+02   -0.762590241787551637E+01    1
    0.130000000000000000E+02    0.974816441535949707E+01   -0.795133547344405827E+02   -0.762640241787551609E+01    1
    0.130000000000000000E+02    0.973234474658966064E+01   -0.793592671332356758E+02   -0.762690241787551404E+01    1
    0.800000000000000000E+01    0.972493767738342285E+01   -0.792872064144958415E+02   -0.762740241787547824E+01    1
    0.140000000000000000E+02    0.972244262695312500E+01   -0.792629453171975911E+02   -0.762790241787544154E+01    1
    0.140000000000000000E+02    0.972077906131744385E+01   -0.792467727794738153E+02   -0.762840241787549544E+01    1
    0.120000000000000000E+02    0.969787955284118652E+01   -0.790244339107075859E+02   -0.762890241787545342E+01    1
    0.900000000000000000E+01    0.969743967056274414E+01   -0.790201680821020318E+02   -0.762940241787542117E+01    1
    0.140000000000000000E+02    0.968139708042144775E+01   -0.788647247143964591E+02   -0.762990241787545109E+01    1
    0.100000000000000000E+02    0.968004286289215088E+01   -0.788516149137146272E+02   -0.763040241787542950E+01    1
    0.800000000000000000E+01    0.967879295349121094E+01   -0.788395165182755591E+02   -0.763090241787541945E+01    1
    0.600000000000000000E+01    0.967145204544067383E+01   -0.787684923336292968E+02   -0.763140241787543339E+01    1
    0.140000000000000000E+02    0.967073321342468262E+01   -0.787615404426176440E+02   -0.763190241787543133E+01    1
    0.140000000000000000E+02    0.966128110885620117E+01   -0.786701763321708540E+02   -0.763240241787543461E+01    1
    0.140000000000000000E+02    0.965523779392242432E+01   -0.786118084285939744E+02   -0.763290241787541479E+01    1
    0.700000000000000000E+01    0.964779257774353027E+01   -0.785399508115815763E+02   -0.763340241787540297E+01    1
    0.600000000000000000E+01    0.964603960514068604E+01   -0.785230400319713340E+02   -0.763390241787549595E+01    1
    0.140000000000000000E+02    0.964543819427490234E+01   -0.785172389797885444E+02   -0.763440241787550722E+01    1
    0.140000000000000000E+02    0.964447498321533203E+01   -0.785079488509331895E+02   -0.763490241787542612E+01    1
    0.800000000000000000E+01    0.964346766471862793E+01   -0.784982343002368737E+02   -0.763540241787542229E+01    1
    0.700000000000000000E+01    0.964288651943206787E+01   -0.784926302133223430E+02   -0.763590241787549751E+01    1
    0.800000000000000000E+01    0.961280822753906250E+01   -0.782030410097213462E+02   -0.763640241787548302E+01    1
    0.900000000000000000E+01    0.961274981498718262E+01   -0.782024795027680568E+02   -0.763690241787539215E+01    1
    0.700000000000000000E+01    0.960681021213531494E+01   -0.781454012259936803E+02   -0.763740241787541319E+01    1
    0.800000000000000000E+01    0.960161507129669189E+01   -0.780955059886758818E+02   -0.763790241787545110E+01    1
    0.120000000000000000E+02    0.960119187831878662E+01   -0.780914427421473079E+02   -0.763840241787547480E+01    1
    0.900000000000000000E+01    0.959694266319274902E+01   -0.780506542403045671E+02   -0.763890241787551538E+01    1
    0.100000000000000000E+02    0.959589481353759766E+01   -0.780405986362388830E+02   -0.763940241787543606E+01    1
    0.800000000000000000E+01    0.959282517433166504E+01   -0.780111474126456699E+02   -0.763990241787539226E+01    1
    0.140000000000000000E+02    0.958860754966735840E+01   -0.779706973707689315E+02   -0.764040241787548702E+01    1
