7.763738443488917007e-02 8.000000000000000000e+00
8.459799207882802152e-01 5.000000000000000000e+00
1.614322457141671219e+00 9.000000000000000000e+00
2.382664993495061889e+00 1.600000000000000000e+01
3.151007529848453004e+00 1.300000000000000000e+01
3.919350066201844118e+00 2.400000000000000000e+01
4.687692602555235233e+00 1.200000000000000000e+01
5.456035138908626791e+00 3.100000000000000000e+01
6.224377675262017462e+00 3.100000000000000000e+01
6.992720211615408132e+00 3.400000000000000000e+01
7.761062747968799691e+00 3.900000000000000000e+01
8.529405284322189473e+00 5.000000000000000000e+01
9.297747820675580144e+00 3.800000000000000000e+01
1.006609035702897081e+01 4.400000000000000000e+01
1.083443289338236326e+01 5.000000000000000000e+01
1.160277542973575393e+01 4.600000000000000000e+01
1.237111796608914460e+01 4.900000000000000000e+01
1.313946050244253527e+01 4.300000000000000000e+01
1.390780303879592594e+01 4.200000000000000000e+01
1.467614557514931839e+01 2.000000000000000000e+01
1.544448811150270906e+01 4.100000000000000000e+01
1.621283064785610151e+01 1.500000000000000000e+01
1.698117318420949218e+01 1.800000000000000000e+01
1.774951572056288285e+01 5.000000000000000000e+00
1.851785825691627352e+01 8.000000000000000000e+00
1.928620079326966419e+01 6.000000000000000000e+00
2.005454332962305486e+01 3.000000000000000000e+00
2.082288586597644908e+01 1.000000000000000000e+00
2.159122840232983975e+01 2.000000000000000000e+00
2.235957093868323042e+01 2.000000000000000000e+00
