9.753437042236328125e+00 4.000000000000000000e+00
9.783114512761434511e+00 1.000000000000000000e+00
9.812791983286539121e+00 6.000000000000000000e+00
9.842469453811645508e+00 5.000000000000000000e+00
9.872146924336751894e+00 8.000000000000000000e+00
9.901824394861856504e+00 1.000000000000000000e+01
9.931501865386962891e+00 1.200000000000000000e+01
9.961179335912069277e+00 2.300000000000000000e+01
9.990856806437173887e+00 3.600000000000000000e+01
1.002053427696228027e+01 4.600000000000000000e+01
1.005021174748738666e+01 5.200000000000000000e+01
1.007988921801249127e+01 5.600000000000000000e+01
1.010956668853759766e+01 5.500000000000000000e+01
1.013924415906270404e+01 7.100000000000000000e+01
1.016892162958780865e+01 6.500000000000000000e+01
1.019859910011291504e+01 7.000000000000000000e+01
1.022827657063802143e+01 5.200000000000000000e+01
1.025795404116312604e+01 6.300000000000000000e+01
1.028763151168823242e+01 4.200000000000000000e+01
1.031730898221333881e+01 2.600000000000000000e+01
1.034698645273844342e+01 2.300000000000000000e+01
1.037666392326354980e+01 1.600000000000000000e+01
1.040634139378865619e+01 1.000000000000000000e+01
1.043601886431376080e+01 7.000000000000000000e+00
1.046569633483886719e+01 3.000000000000000000e+00
1.049537380536397357e+01 3.000000000000000000e+00
1.052505127588907818e+01 0.000000000000000000e+00
1.055472874641418457e+01 1.000000000000000000e+00
1.058440621693929096e+01 1.000000000000000000e+00
1.061408368746439557e+01 3.000000000000000000e+00
