9.879316150872303748e-01 2.000000000000000000e+00
9.893357928951354019e-01 0.000000000000000000e+00
9.907399707030405400e-01 2.000000000000000000e+00
9.921441485109455671e-01 3.000000000000000000e+00
9.935483263188507053e-01 7.000000000000000000e+00
9.949525041267557324e-01 1.000000000000000000e+01
9.963566819346608705e-01 2.200000000000000000e+01
9.977608597425658976e-01 2.500000000000000000e+01
9.991650375504710357e-01 2.000000000000000000e+01
1.000569215358376063e+00 4.500000000000000000e+01
1.001973393166281090e+00 4.500000000000000000e+01
1.003377570974186339e+00 5.200000000000000000e+01
1.004781748782091366e+00 7.900000000000000000e+01
1.006185926589996393e+00 7.100000000000000000e+01
1.007590104397901420e+00 1.000000000000000000e+02
1.008994282205806670e+00 5.000000000000000000e+01
1.010398460013711697e+00 5.500000000000000000e+01
1.011802637821616724e+00 4.800000000000000000e+01
1.013206815629521751e+00 3.700000000000000000e+01
1.014610993437426778e+00 3.100000000000000000e+01
1.016015171245332027e+00 7.000000000000000000e+00
1.017419349053237054e+00 1.500000000000000000e+01
1.018823526861142081e+00 6.000000000000000000e+00
1.020227704669047109e+00 5.000000000000000000e+00
1.021631882476952358e+00 3.000000000000000000e+00
1.023036060284857385e+00 2.000000000000000000e+00
1.024440238092762412e+00 0.000000000000000000e+00
1.025844415900667439e+00 0.000000000000000000e+00
1.027248593708572688e+00 0.000000000000000000e+00
1.028652771516477715e+00 1.000000000000000000e+00
