    0.110000000000000000E+02    0.429602126715618127E+01   -0.685972922667965079E+01
    0.110000000000000000E+02    0.443531453609466553E+01   -0.635349122828899482E+01
    0.110000000000000000E+02    0.461803019046783447E+01   -0.571885989629351599E+01
    0.110000000000000000E+02    0.473354637622833252E+01   -0.533485963812552910E+01
    0.110000000000000000E+02    0.473940372467041016E+01   -0.531574403534659723E+01
    0.110000000000000000E+02    0.484342913081941351E+01   -0.498196982607974181E+01
    0.110000000000000000E+02    0.488629578947063958E+01   -0.484757695533413369E+01
    0.110000000000000000E+02    0.491224169731140137E+01   -0.476712566791118775E+01
    0.110000000000000000E+02    0.495433509349822998E+01   -0.463803736134821776E+01
    0.110000000000000000E+02    0.496803289574697349E+01   -0.459641226063624142E+01
    0.110000000000000000E+02    0.507273733615875244E+01   -0.428443335155947835E+01
    0.110000000000000000E+02    0.508666872978210449E+01   -0.424374954501470825E+01
    0.110000000000000000E+02    0.513401329517364502E+01   -0.410693989612071420E+01
    0.110000000000000000E+02    0.514654874801635742E+01   -0.407109202372350865E+01
    0.110000000000000000E+02    0.516237676143646240E+01   -0.402605282201790970E+01
    0.110000000000000000E+02    0.516646564006805420E+01   -0.401445848445747089E+01
    0.110000000000000000E+02    0.517494162546022807E+01   -0.399047740977864906E+01
    0.110000000000000000E+02    0.520036518573760986E+01   -0.391897754661500386E+01
    0.110000000000000000E+02    0.522836983203887939E+01   -0.384096689397609481E+01
    0.110000000000000000E+02    0.523139949369856527E+01   -0.383257438174628051E+01
    0.110000000000000000E+02    0.524320941229010185E+01   -0.379994717224294298E+01
    0.110000000000000000E+02    0.527914822101593018E+01   -0.370151720160038877E+01
    0.110000000000000000E+02    0.528239785822799846E+01   -0.369268070048188513E+01
    0.110000000000000000E+02    0.529385465631256480E+01   -0.366161131058059341E+01
    0.110000000000000000E+02    0.533105552196502686E+01   -0.356163231341668762E+01
    0.110000000000000000E+02    0.534138858318328857E+01   -0.353410733281408085E+01
    0.110000000000000000E+02    0.535253821188268919E+01   -0.350452695977065432E+01
    0.110000000000000000E+02    0.536454432527388114E+01   -0.347281330672305133E+01
    0.110000000000000000E+02    0.537392856048568746E+01   -0.344812560271638668E+01
    0.110000000000000000E+02    0.540140211582183838E+01   -0.337635548182760914E+01
    0.110000000000000000E+02    0.544355439940679364E+01   -0.326770705439617970E+01
    0.110000000000000000E+02    0.545707241645704944E+01   -0.323324034757179479E+01
    0.110000000000000000E+02    0.548306941986083984E+01   -0.316746977261982465E+01
    0.110000000000000000E+02    0.548600286268323245E+01   -0.316009080321845115E+01
    0.110000000000000000E+02    0.548647854183454520E+01   -0.315889506032909706E+01
    0.110000000000000000E+02    0.548837529122222278E+01   -0.315412933887152702E+01
    0.110000000000000000E+02    0.549419224262237549E+01   -0.313953625846693996E+01
    0.110000000000000000E+02    0.551240622997283936E+01   -0.309406138233897110E+01
    0.110000000000000000E+02    0.551596224308013916E+01   -0.308522178890172682E+01
    0.110000000000000000E+02    0.551707983016967773E+01   -0.308244628487511818E+01
    0.110000000000000000E+02    0.552363460952213092E+01   -0.306619277357830455E+01
    0.110000000000000000E+02    0.555099668008033031E+01   -0.299880863048878199E+01
    0.110000000000000000E+02    0.556151151657104492E+01   -0.297311304190782266E+01
    0.110000000000000000E+02    0.557640194892883301E+01   -0.293691375657797948E+01
    0.110000000000000000E+02    0.557808807217396563E+01   -0.293282869307300897E+01
    0.110000000000000000E+02    0.558719336986541748E+01   -0.291081791721070005E+01
    0.110000000000000000E+02    0.559240308919234863E+01   -0.289826144246527306E+01
    0.110000000000000000E+02    0.559623375875341722E+01   -0.288904607127836233E+01
    0.110000000000000000E+02    0.559828042984008789E+01   -0.288412844684455649E+01
    0.110000000000000000E+02    0.559929706301817198E+01   -0.288168729581658756E+01
    0.110000000000000000E+02    0.559994709292458914E+01   -0.288012697838056519E+01
    0.110000000000000000E+02    0.560216741607148183E+01   -0.287480055027465697E+01
    0.110000000000000000E+02    0.561636898717486233E+01   -0.284084840265089600E+01
    0.110000000000000000E+02    0.562176058147041413E+01   -0.282801136592397118E+01
    0.110000000000000000E+02    0.562245547771453857E+01   -0.282635897772480149E+01
    0.110000000000000000E+02    0.563293397426605225E+01   -0.280150078509195311E+01
    0.110000000000000000E+02    0.564335726596046339E+01   -0.277688248795067105E+01
    0.110000000000000000E+02    0.565751771888991506E+01   -0.274361161865735337E+01
    0.110000000000000000E+02    0.566961693877575179E+01   -0.271534260602044908E+01
    0.110000000000000000E+02    0.567375194578238329E+01   -0.270571500487562400E+01
    0.110000000000000000E+02    0.567969857539645950E+01   -0.269189935050860996E+01
    0.110000000000000000E+02    0.568850398320162221E+01   -0.267150691783738337E+01
    0.110000000000000000E+02    0.570194780826568604E+01   -0.264052193796744206E+01
    0.110000000000000000E+02    0.570497801742089372E+01   -0.263356295026066567E+01
    0.110000000000000000E+02    0.570705354213714600E+01   -0.262880172931290446E+01
    0.110000000000000000E+02    0.571053595572608330E+01   -0.262082280501153919E+01
    0.110000000000000000E+02    0.571850836277008057E+01   -0.260260204537502915E+01
    0.110000000000000000E+02    0.572516972099241439E+01   -0.258742639914486494E+01
    0.110000000000000000E+02    0.572896599769592285E+01   -0.257879771981063755E+01
    0.110000000000000000E+02    0.572972363482768809E+01   -0.257707738713000234E+01
    0.110000000000000000E+02    0.573221743106842041E+01   -0.257141888997495727E+01
    0.110000000000000000E+02    0.573959946632385254E+01   -0.255470528632170613E+01
    0.110000000000000000E+02    0.574168298039667402E+01   -0.254999788051502430E+01
    0.110000000000000000E+02    0.574593961238861084E+01   -0.254039411549940297E+01
    0.110000000000000000E+02    0.574818245241340708E+01   -0.253534113380944870E+01
    0.110000000000000000E+02    0.575714230537414551E+01   -0.251520531917120138E+01
    0.110000000000000000E+02    0.576113544627106844E+01   -0.250625724497192381E+01
    0.110000000000000000E+02    0.576246013020664627E+01   -0.250329233445742938E+01
    0.110000000000000000E+02    0.576252541236951288E+01   -0.250314626514610916E+01
    0.110000000000000000E+02    0.576259496781530878E+01   -0.250299063902268948E+01
    0.110000000000000000E+02    0.576370820482163637E+01   -0.250050049659103424E+01
    0.110000000000000000E+02    0.577104270458221436E+01   -0.248412531239808487E+01
    0.110000000000000000E+02    0.577930488983497526E+01   -0.246574338615542565E+01
    0.110000000000000000E+02    0.577954736586396844E+01   -0.246520495022082065E+01
    0.110000000000000000E+02    0.578743100166320801E+01   -0.244773078620053752E+01
    0.110000000000000000E+02    0.579262614250183105E+01   -0.243624967338317333E+01
    0.110000000000000000E+02    0.579847575916588198E+01   -0.242335449149011994E+01
    0.110000000000000000E+02    0.579881489276885986E+01   -0.242260793814808295E+01
    0.110000000000000000E+02    0.581381892856007454E+01   -0.238969383856111017E+01
    0.110000000000000000E+02    0.582150774783533276E+01   -0.237291424637074222E+01
    0.110000000000000000E+02    0.583091795189467721E+01   -0.235245846570639072E+01
    0.110000000000000000E+02    0.583143027252581181E+01   -0.235134733145873742E+01
    0.110000000000000000E+02    0.583371460437774658E+01   -0.234639620764313150E+01
    0.110000000000000000E+02    0.583393339301395208E+01   -0.234592227295002509E+01
    0.110000000000000000E+02    0.583905220031738281E+01   -0.233484769647657231E+01
    0.110000000000000000E+02    0.584020937244547689E+01   -0.233234777743618027E+01
