3.635883331298828125e-03 2.000000000000000000e+01
2.012153466542561997e+00 3.100000000000000000e+01
4.020671049753825166e+00 3.200000000000000000e+01
6.029188632965087891e+00 2.500000000000000000e+01
8.037706216176351504e+00 3.700000000000000000e+01
1.004622379938761512e+01 3.400000000000000000e+01
1.205474138259887695e+01 4.400000000000000000e+01
1.406325896581014057e+01 4.900000000000000000e+01
1.607177654902140418e+01 4.500000000000000000e+01
1.808029413223266602e+01 4.300000000000000000e+01
2.008881171544393140e+01 3.000000000000000000e+01
2.209732929865519324e+01 4.200000000000000000e+01
2.410584688186645508e+01 3.800000000000000000e+01
2.611436446507772047e+01 4.300000000000000000e+01
2.812288204828898230e+01 3.300000000000000000e+01
3.013139963150024769e+01 2.200000000000000000e+01
3.213991721471150953e+01 4.000000000000000000e+01
3.414843479792277492e+01 2.200000000000000000e+01
3.615695238113403320e+01 2.500000000000000000e+01
3.816546996434529859e+01 9.000000000000000000e+00
4.017398754755656398e+01 1.700000000000000000e+01
4.218250513076782227e+01 7.000000000000000000e+00
4.419102271397908765e+01 5.000000000000000000e+00
4.619954029719035304e+01 2.000000000000000000e+00
4.820805788040161133e+01 4.000000000000000000e+00
5.021657546361287672e+01 5.000000000000000000e+00
5.222509304682414211e+01 2.000000000000000000e+00
5.423361063003540750e+01 0.000000000000000000e+00
5.624212821324666578e+01 5.000000000000000000e+00
5.825064579645793117e+01 2.000000000000000000e+00
