    0.198391032218933105E+01   -0.185750651576053875E+06   -0.529831319988485294E+01    1
    0.190258544683456421E+01   -0.121605860804639422E+06   -0.530331319988484751E+01    1
    0.183328759670257568E+01   -0.839883520853462542E+05   -0.530831319988485095E+01    1
    0.178369414806365967E+01   -0.640401150670890056E+05   -0.531331319988484285E+01    1
    0.167855483293533325E+01   -0.352529243454593452E+05   -0.531831319988483830E+01    1
    0.167322170734405518E+01   -0.341688995155215162E+05   -0.532331319988484530E+01    1
    0.165287953615188599E+01   -0.303018140482369636E+05   -0.532831319988484609E+01    1
    0.163563948869705200E+01   -0.273342121682538891E+05   -0.533331319988484154E+01    1
    0.162115198373794556E+01   -0.250421994230618620E+05   -0.533831319988483788E+01    1
    0.154802125692367554E+01   -0.158493360870314336E+05   -0.534331319988483511E+01    1
    0.148961406946182251E+01   -0.107553590061142550E+05   -0.534831319988484299E+01    1
    0.147784960269927979E+01   -0.991834493140264931E+04   -0.535331319988485443E+01    1
    0.147649776935577393E+01   -0.982575413382531588E+04   -0.535831319988483568E+01    1
    0.143282753229141235E+01   -0.719656539285977578E+04   -0.536331319988484623E+01    1
    0.141833913326263428E+01   -0.646451899242740001E+04   -0.536831319988485056E+01    1
    0.136720609664916992E+01   -0.434409668022878486E+04   -0.537331319988484601E+01    1
    0.136537384986877441E+01   -0.428002672695150522E+04   -0.537831319988484857E+01    1
    0.132604432106018066E+01   -0.307369626099590323E+04   -0.538331319988484491E+01    1
   -0.299732762575149536E+01   -0.263091904515706301E+04   -0.538831319988483948E+01    1
   -0.293951767683029175E+01   -0.263084616813213779E+04   -0.539331319988484825E+01    1
   -0.288206714391708374E+01   -0.263076346882874259E+04   -0.539831319988485436E+01    1
   -0.287226575613021851E+01   -0.263074823497376838E+04   -0.540331319988484537E+01    1
   -0.286855715513229370E+01   -0.263074238062531913E+04   -0.540831319988483905E+01    1
   -0.281493890285491943E+01   -0.263065190846433188E+04   -0.541331319988484161E+01    1
   -0.281183618307113647E+01   -0.263064632342216009E+04   -0.541831319988483973E+01    1
   -0.279261636734008789E+01   -0.263061082351788718E+04   -0.542331319988484406E+01    1
   -0.275816130638122559E+01   -0.263054311511913238E+04   -0.542831319988484751E+01    1
   -0.274657714366912842E+01   -0.263051911745793950E+04   -0.543331319988484829E+01    1
   -0.274246919155120850E+01   -0.263051045256756197E+04   -0.543831319988484552E+01    1
   -0.271402883529663086E+01   -0.263044816234401787E+04   -0.544331319988483830E+01    1
   -0.265311646461486816E+01   -0.263030020510634449E+04   -0.544831319988483820E+01    1
   -0.264406788349151611E+01   -0.263027640184818210E+04   -0.545331319988484342E+01    1
   -0.263620960712432861E+01   -0.263025532368145059E+04   -0.545831319988484953E+01    1
   -0.262444096803665161E+01   -0.263022303499609461E+04   -0.546331319988484410E+01    1
   -0.261015641689300537E+01   -0.263018264995298159E+04   -0.546831319988483777E+01    1
   -0.260227400064468384E+01   -0.263015978972634139E+04   -0.547331319988483678E+01    1
   -0.258213925361633301E+01   -0.263009947749877165E+04   -0.547831319988484022E+01    1
   -0.257808345556259155E+01   -0.263008698669416344E+04   -0.548331319988484100E+01    1
   -0.254374670982360840E+01   -0.262997643233680174E+04   -0.548831319988484623E+01    1
   -0.251434493064880371E+01   -0.262987456838618664E+04   -0.549331319988485411E+01    1
   -0.249975937604904175E+01   -0.262982141946079264E+04   -0.549831319988485046E+01    1
   -0.249881672859191895E+01   -0.262981792272966322E+04   -0.550331319988484413E+01    1
   -0.246187615394592285E+01   -0.262967474256100650E+04   -0.550831319988484491E+01    1
   -0.245960700511932373E+01   -0.262966554420424927E+04   -0.551331319988484569E+01    1
   -0.243862766027450562E+01   -0.262957818651929756E+04   -0.551831319988484470E+01    1
   -0.243614155054092407E+01   -0.262956755203413559E+04   -0.552331319988484637E+01    1
   -0.241931933164596558E+01   -0.262949397256643124E+04   -0.552831319988484449E+01    1
   -0.236219245195388794E+01   -0.262922172763416847E+04   -0.553331319988484527E+01    1
   -0.234750258922576904E+01   -0.262914574078485202E+04   -0.553831319988484871E+01    1
   -0.233469027280807495E+01   -0.262907733569317179E+04   -0.554331319988485038E+01    1
   -0.232840049266815186E+01   -0.262904300907491915E+04   -0.554831319988485117E+01    1
   -0.232550668716430664E+01   -0.262902704838783757E+04   -0.555331319988485106E+01    1
   -0.228927451372146606E+01   -0.262881794777317737E+04   -0.555831319988484740E+01    1
   -0.228924739360809326E+01   -0.262881778463810315E+04   -0.556331319988484108E+01    1
   -0.225316780805587769E+01   -0.262859148382790045E+04   -0.556831319988484541E+01    1
   -0.224992293119430542E+01   -0.262857019504899836E+04   -0.557331319988484619E+01    1
   -0.224415618181228638E+01   -0.262853196638655936E+04   -0.557831319988484164E+01    1
   -0.221762406826019287E+01   -0.262834939430075201E+04   -0.558331319988483532E+01    1
   -0.221115368604660034E+01   -0.262830315400689005E+04   -0.558831319988483610E+01    1
   -0.220473068952560425E+01   -0.262825656632849268E+04   -0.559331319988483600E+01    1
   -0.220276850461959839E+01   -0.262824219622967394E+04   -0.559831319988484122E+01    1
   -0.219377058744430542E+01   -0.262817546242922026E+04   -0.560331319988485266E+01    1
   -0.215214329957962036E+01   -0.262784809421970385E+04   -0.560831319988485166E+01    1
   -0.214686918258666992E+01   -0.262780433397999286E+04   -0.561331319988484800E+01    1
   -0.214656549692153931E+01   -0.262780179804263025E+04   -0.561831319988484346E+01    1
   -0.212186026573181152E+01   -0.262758944566343598E+04   -0.562331319988484069E+01    1
   -0.210807907581329346E+01   -0.262746563909644647E+04   -0.562831319988483703E+01    1
   -0.210322755575180054E+01   -0.262742111161661387E+04   -0.563331319988483337E+01    1
   -0.208825933933258057E+01   -0.262728055811566401E+04   -0.563831319988483060E+01    1
   -0.208648282289505005E+01   -0.262726355277256107E+04   -0.564331319988483582E+01    1
   -0.207162308692932129E+01   -0.262711855562354413E+04   -0.564831319988484637E+01    1
   -0.205852556228637695E+01   -0.262698657813458431E+04   -0.565331319988485337E+01    1
   -0.205109494924545288E+01   -0.262690991626190771E+04   -0.565831319988484260E+01    1
   -0.204701977968215942E+01   -0.262686731282476239E+04   -0.566331319988483273E+01    1
   -0.204315292835235596E+01   -0.262682651624295977E+04   -0.566831319988483973E+01    1
   -0.201794105768203735E+01   -0.262655143751501009E+04   -0.567331319988485205E+01    1
   -0.201563584804534912E+01   -0.262652548091644030E+04   -0.567831319988484218E+01    1
   -0.199982690811157227E+01   -0.262634371522354240E+04   -0.568331319988483941E+01    1
   -0.198447901010513306E+01   -0.262616081266273977E+04   -0.568831319988484108E+01    1
