    0.103005694932438274E+01   -0.502975666585479502E+02
    0.987931615087230375E+00   -0.480242843667774224E+02
    0.988938465655885945E+00   -0.475297392903330618E+02
    0.102382198605477237E+01   -0.467472094903590971E+02
    0.102336560779870700E+01   -0.465347802700977127E+02
    0.991728546929744548E+00   -0.462874495136979291E+02
    0.102280031051724407E+01   -0.462804804548145228E+02
    0.991791823146844553E+00   -0.462614796304674414E+02
    0.102260024440476682E+01   -0.461928144309172097E+02
    0.102250374811264844E+01   -0.461509665340139037E+02
    0.993193205096944087E+00   -0.457116317887579839E+02
    0.102141749858856201E+01   -0.456993731911195127E+02
    0.993233574664504903E+00   -0.456965125533376622E+02
    0.993342182959125797E+00   -0.456560374576971668E+02
    0.102128407725155856E+01   -0.456463657289481333E+02
    0.993556869530202835E+00   -0.455768928677031511E+02
    0.993710033252188651E+00   -0.455211299023536213E+02
    0.102080251444243064E+01   -0.454595047954522258E+02
    0.102077164807908893E+01   -0.454477656146134308E+02
    0.994317466674340400E+00   -0.453057415743973380E+02
    0.994379379535377694E+00   -0.452843059283797942E+02
    0.102027264405578899E+01   -0.452619509149755075E+02
    0.994452414490073267E+00   -0.452591429425508665E+02
    0.994496770477159009E+00   -0.452439260328699433E+02
    0.102016102575422574E+01   -0.452214088079181167E+02
    0.994592284942355853E+00   -0.452113259282127871E+02
    0.102004392962094803E+01   -0.451792777002745609E+02
    0.101997550134540771E+01   -0.451548470504628199E+02
    0.994955266336530419E+00   -0.450895243264925512E+02
    0.994989097118377686E+00   -0.450783407153955835E+02
    0.995106717528694507E+00   -0.450396823504858475E+02
    0.995300067810639622E+00   -0.449768904928142774E+02
    0.995312292602856363E+00   -0.449729520573512715E+02
    0.995331723705363602E+00   -0.449666997312194852E+02
    0.995436234715350032E+00   -0.449332346085155905E+02
    0.101929618039295500E+01   -0.449198914157531064E+02
    0.101921852105782929E+01   -0.448939070351295726E+02
    0.101915415349214644E+01   -0.448725059072595442E+02
    0.996100876517294287E+00   -0.447268677195689861E+02
    0.101867665090710080E+01   -0.447175853854181256E+02
    0.101863538451968072E+01   -0.447045143295855709E+02
    0.996251099066532531E+00   -0.446817738205820874E+02
    0.996297962471660803E+00   -0.446678234611737253E+02
    0.101848302278446301E+01   -0.446566907203186076E+02
    0.996435186776652104E+00   -0.446272949514154504E+02
    0.996442954374714196E+00   -0.446250151302226641E+02
    0.101830166627612551E+01   -0.446006613032056052E+02
    0.101830090927009165E+01   -0.446004294664567453E+02
    0.996567188284308125E+00   -0.445887603304874318E+02
    0.101820052138884498E+01   -0.445698351590955610E+02
    0.996639170770038607E+00   -0.445679334369921349E+02
    0.996660380208147512E+00   -0.445618219880465745E+02
    0.101815682649612427E+01   -0.445566116150960951E+02
    0.996696942126213292E+00   -0.445513136293715277E+02
    0.996724092206810575E+00   -0.445435323618934476E+02
    0.996724092206810575E+00   -0.445435323618934476E+02
    0.996807551047407037E+00   -0.445197303905750061E+02
    0.101801892172128872E+01   -0.445152465144034934E+02
    0.996870672672657943E+00   -0.445018462897840621E+02
    0.101793784766140805E+01   -0.444911898198971727E+02
    0.101792816950899523E+01   -0.444883310161195098E+02
    0.997080208393102740E+00   -0.444432071244727354E+02
    0.101772540300800962E+01   -0.444290708330224362E+02
    0.997199378554233018E+00   -0.444103566903108700E+02
    0.997199378554233018E+00   -0.444103566903108700E+02
    0.101758528335814091E+01   -0.443888267995396504E+02
    0.997339836560948934E+00   -0.443721037295055254E+02
    0.997339836560948934E+00   -0.443721037295055254E+02
    0.997403747153962073E+00   -0.443548649514569604E+02
    0.101745775554035212E+01   -0.443527010903190302E+02
    0.101742085242448876E+01   -0.443423364305030319E+02
    0.101742085242448876E+01   -0.443423364305030319E+02
    0.997555842542614313E+00   -0.443142600533746673E+02
    0.997597098609257493E+00   -0.443033480116280600E+02
    0.997678121280931807E+00   -0.442820447591339246E+02
    0.997678121280931807E+00   -0.442820447591339246E+02
    0.997679532731490015E+00   -0.442816751375608888E+02
    0.997720266880924855E+00   -0.442710299389851869E+02
    0.997822105884552002E+00   -0.442446021031867716E+02
    0.101701191332213359E+01   -0.442301563166521490E+02
    0.101701191332213359E+01   -0.442301563166521490E+02
    0.997902524535966728E+00   -0.442239209465549052E+02
    0.997902524535966728E+00   -0.442239209465549052E+02
    0.998017311096191406E+00   -0.441946889997633647E+02
    0.101661693463124236E+01   -0.441264558346448865E+02
    0.998310409117958431E+00   -0.441215836289810284E+02
    0.998347015640959068E+00   -0.441126083519197607E+02
    0.101649641759381737E+01   -0.440957223291854277E+02
    0.101649641759381737E+01   -0.440957223291854277E+02
    0.101649522481010157E+01   -0.440954202719177815E+02
    0.998453461293165478E+00   -0.440867057910317328E+02
    0.998479682925270229E+00   -0.440803698056320812E+02
    0.998529267158121181E+00   -0.440684371007666940E+02
    0.998529267158121181E+00   -0.440684371007666940E+02
    0.998719979584407280E+00   -0.440231320219816098E+02
    0.998724172094724860E+00   -0.440221466032300839E+02
    0.998724172094724860E+00   -0.440221466032300839E+02
    0.998733434030230072E+00   -0.440199712616879779E+02
    0.101617309454205884E+01   -0.440153636086868829E+02
    0.998828216545001979E+00   -0.439978371000037356E+02
    0.998828216545001979E+00   -0.439978371000037356E+02
    0.998849735997831223E+00   -0.439928440727345915E+02
    0.998849735997831223E+00   -0.439928440727345915E+02
    0.998939767163591341E+00   -0.439720844467083651E+02
    0.101595614867855533E+01   -0.439631508984701398E+02
    0.101588985372688745E+01   -0.439474686814388420E+02
    0.101588985372688745E+01   -0.439474686814388420E+02
    0.999065620685374078E+00   -0.439434160348027305E+02
    0.999065620685374078E+00   -0.439434160348027305E+02
    0.999066027397836898E+00   -0.439433240531656750E+02
    0.999066027397836898E+00   -0.439433240531656750E+02
    0.999072349451008535E+00   -0.439418948150335211E+02
    0.999077975749969482E+00   -0.439406237370890480E+02
    0.101585659770594328E+01   -0.439396500114855755E+02
    0.101585659770594328E+01   -0.439396500114855755E+02
    0.101579649534616223E+01   -0.439256011403647051E+02
    0.101579649534616223E+01   -0.439256011403647051E+02
    0.101578587862212766E+01   -0.439231303961010440E+02
    0.101572304039939088E+01   -0.439085735872742404E+02
    0.101572304039939088E+01   -0.439085735872742404E+02
    0.101568687080418085E+01   -0.439002466930560828E+02
    0.101565899343128874E+01   -0.438938547295942953E+02
    0.101565899343128874E+01   -0.438938547295942953E+02
    0.999294464966019147E+00   -0.438923375557896236E+02
    0.999404687379623402E+00   -0.438682198525488261E+02
    0.999447524547576904E+00   -0.438589316907148046E+02
    0.101548686621649953E+01   -0.438548872635586093E+02
    0.101548686621649953E+01   -0.438548872635586093E+02
    0.999520912849095389E+00   -0.438431299387839459E+02
    0.999520912849095389E+00   -0.438431299387839459E+02
    0.999618398541657349E+00   -0.438223558168871108E+02
    0.101530451186496862E+01   -0.438145412833130976E+02
    0.101530451186496862E+01   -0.438145412833130976E+02
    0.999680997286358952E+00   -0.438091462144032704E+02
    0.101526182889938354E+01   -0.438052367323713057E+02
    0.101526182889938354E+01   -0.438052367323713057E+02
    0.101524651438497893E+01   -0.438019111418289881E+02
    0.101524651438497893E+01   -0.438019111418289881E+02
    0.101523024406809936E+01   -0.437983854313772412E+02
    0.101523024406809936E+01   -0.437983854313772412E+02
    0.999838670073099456E+00   -0.437763254315295569E+02
    0.999838670073099456E+00   -0.437763254315295569E+02
    0.101510386766114169E+01   -0.437712609198038010E+02
    0.101510386766114169E+01   -0.437712609198038010E+02
    0.101510026116250751E+01   -0.437704936251297099E+02
    0.999896496764756115E+00   -0.437644504266038652E+02
    0.999896496764756115E+00   -0.437644504266038652E+02
    0.999904300922668909E+00   -0.437628544674581192E+02
    0.999924089010869599E+00   -0.437588148865598185E+02
    0.999924089010869599E+00   -0.437588148865598185E+02
    0.101502688716696432E+01   -0.437549646910178964E+02
    0.101502688716696432E+01   -0.437549646910178964E+02
    0.999986627684763096E+00   -0.437461151311991472E+02
    0.101491067937598345E+01   -0.437306886236325951E+02
    0.101488180194075106E+01   -0.437247165549207821E+02
    0.101488180194075106E+01   -0.437247165549207821E+02
    0.100031298398971558E+01   -0.436814954453697410E+02
    0.100031298398971558E+01   -0.436814954453697410E+02
    0.101447711842128330E+01   -0.436435550945500310E+02
    0.100051983862805516E+01   -0.436419765723333555E+02
    0.100055908828575557E+01   -0.436346042565188768E+02
    0.100055908828575557E+01   -0.436346042565188768E+02
    0.101437908411026001E+01   -0.436246036073101919E+02
    0.101437314329679662E+01   -0.436234640461607128E+02
    0.101435371817574849E+01   -0.436197450246137493E+02
    0.101435371817574849E+01   -0.436197450246137493E+02
    0.100068160690749108E+01   -0.436118505769088571E+02
    0.100068160690749108E+01   -0.436118505769088571E+02
    0.100075660160120039E+01   -0.435981166467869485E+02
    0.100075660160120039E+01   -0.435981166467869485E+02
    0.101421979736609025E+01   -0.435944005655460103E+02
    0.101421979736609025E+01   -0.435944005655460103E+02
    0.100078328107198300E+01   -0.435932662889157356E+02
    0.100078328107198300E+01   -0.435932662889157356E+02
    0.101417419922673280E+01   -0.435858887678062317E+02
    0.101413382244719541E+01   -0.435784015005559198E+02
    0.101413382244719541E+01   -0.435784015005559198E+02
    0.101403687372821572E+01   -0.435606149612335685E+02
    0.101403687372821572E+01   -0.435606149612335685E+02
    0.100096803777695564E+01   -0.435601889969501883E+02
    0.100096803777695564E+01   -0.435601889969501883E+02
    0.101398046879444559E+01   -0.435503908547098462E+02
    0.101398046879444559E+01   -0.435503908547098462E+02
    0.101393432914435921E+01   -0.435420953285918202E+02
    0.101393432914435921E+01   -0.435420953285918202E+02
    0.101391775555318930E+01   -0.435391304396225038E+02
    0.101388489301364726E+01   -0.435332748743708109E+02
    0.101388489301364726E+01   -0.435332748743708109E+02
    0.101388237719404617E+01   -0.435328278725486442E+02
    0.101388237719404617E+01   -0.435328278725486442E+02
    0.100120733366689096E+01   -0.435186780246881000E+02
    0.100120733366689096E+01   -0.435186780246881000E+02
    0.100125761224706888E+01   -0.435101472512508352E+02
    0.100125761224706888E+01   -0.435101472512508352E+02
    0.100127832304527642E+01   -0.435066525608718138E+02
    0.100127886978873670E+01   -0.435065604573930855E+02
    0.100127886978873670E+01   -0.435065604573930855E+02
    0.101373246090334224E+01   -0.435065187411894243E+02
    0.101373246090334224E+01   -0.435065187411894243E+02
    0.100127935767716303E+01   -0.435064782751662804E+02
    0.100127935767716303E+01   -0.435064782751662804E+02
    0.101371479034423828E+01   -0.435034601151349420E+02
    0.101371479034423828E+01   -0.435034601151349420E+02
    0.100130145601846610E+01   -0.435027624846847374E+02
    0.100130145601846610E+01   -0.435027624846847374E+02
    0.101366877808304645E+01   -0.434955377288239333E+02
    0.101366877808304645E+01   -0.434955377288239333E+02
    0.101366471508088818E+01   -0.434948410739590017E+02
    0.101366471508088818E+01   -0.434948410739590017E+02
    0.100139388206731050E+01   -0.434873603578681411E+02
    0.100139388206731050E+01   -0.434873603578681411E+02
    0.101360532296621830E+01   -0.434847114540573969E+02
    0.101360532296621830E+01   -0.434847114540573969E+02
    0.101357472807962767E+01   -0.434795327365709454E+02
    0.101357472807962767E+01   -0.434795327365709454E+02
    0.100147846150427489E+01   -0.434734626717729000E+02
    0.100147846150427489E+01   -0.434734626717729000E+02
    0.100153159622633670E+01   -0.434648281009295445E+02
    0.100153159622633670E+01   -0.434648281009295445E+02
    0.100154471397399902E+01   -0.434627078609179947E+02
