Res: 0 -2.6156e-06 0 0 0 3.27414e-07 0 -2.6156e-06
Res: 1 -2.30408e-06 0 0 0 3.27414e-07 0 -2.30408e-06
Res: 2 -1.90713e-06 0 0 0 3.27414e-07 0 -1.90713e-06
Res: 3 -1.87171e-06 0 0 0 3.27414e-07 0 -1.87171e-06
Res: 4 -1.45101e-06 0 0 0 3.27414e-07 0 -1.45101e-06
Res: 5 -1.3863e-06 0 0 0 3.27414e-07 0 -1.3863e-06
Res: 6 -1.08952e-06 0 0 0 3.27414e-07 0 -1.08952e-06
Res: 7 -9.44608e-07 0 0 0 3.27414e-07 0 -9.44608e-07
Res: 8 -8.79781e-07 0 0 0 3.27414e-07 0 -8.79781e-07
Res: 9 -7.671e-07 0 0 0 3.27414e-07 0 -7.671e-07
Res: 10 -5.47855e-07 0 0 0 3.27414e-07 0 -5.47855e-07
Res: 11 -3.95602e-07 0 0 0 3.27414e-07 0 -3.95602e-07
Res: 12 -4.0575e-07 0 0 0 3.27414e-07 0 -4.0575e-07
Res: 13 -3.47468e-07 0 0 0 3.27414e-07 0 -3.47468e-07
Res: 14 -2.34387e-07 0 0 0 3.27414e-07 0 -2.34387e-07
Res: 15 -3.11445e-07 0 0 0 3.27414e-07 0 -3.11445e-07
Res: 16 -2.4717e-07 0 0 0 3.27414e-07 0 -2.4717e-07
Res: 17 -3.29661e-07 0 0 0 3.27414e-07 0 -3.29661e-07
Res: 18 -7.22808e-08 0 0 0 3.27414e-07 0 -7.22808e-08
Res: 19 -6.12815e-08 0 0 0 3.27414e-07 0 -6.12815e-08
Res: 20 1.712e-07 0 0 0 3.27414e-07 0 1.712e-07
Res: 21 3.52835e-07 0 0 0 3.27414e-07 0 3.52835e-07
Res: 22 6.93625e-07 0 0 0 3.27414e-07 0 6.93625e-07
Res: 23 9.16444e-07 0 0 0 3.27414e-07 0 9.16444e-07
Res: 24 1.10056e-06 0 0 0 3.27414e-07 0 1.10056e-06
Res: 25 1.60268e-06 0 0 0 3.27414e-07 0 1.60268e-06
Res: 26 1.82245e-06 0 0 0 3.27414e-07 0 1.82245e-06
Res: 27 1.90995e-06 0 0 0 3.27414e-07 0 1.90995e-06
Res: 28 2.05163e-06 0 0 0 3.27414e-07 0 2.05163e-06
Res: 29 2.14259e-06 0 0 0 3.27414e-07 0 2.14259e-06
Res: 30 2.14056e-06 0 0 0 3.27414e-07 0 2.14056e-06
Res: 31 2.02188e-06 0 0 0 3.27414e-07 0 2.02188e-06
Res: 32 1.91978e-06 0 0 0 3.27414e-07 0 1.91978e-06
Res: 33 1.83013e-06 0 0 0 3.27414e-07 0 1.83013e-06
Res: 34 1.86093e-06 0 0 0 3.27414e-07 0 1.86093e-06
Res: 35 1.71566e-06 0 0 0 3.27414e-07 0 1.71566e-06
Res: 36 1.61949e-06 0 0 0 3.27414e-07 0 1.61949e-06
Res: 37 1.3774e-06 0 0 0 3.27414e-07 0 1.3774e-06
Res: 38 1.41625e-06 0 0 0 3.27414e-07 0 1.41625e-06
Res: 39 9.99304e-07 0 0 0 3.27414e-07 0 9.99304e-07
Res: 40 9.659e-07 0 0 0 3.27414e-07 0 9.659e-07
Res: 41 9.30164e-07 0 0 0 3.27414e-07 0 9.30164e-07
Res: 42 5.48303e-07 0 0 0 3.27414e-07 0 5.48303e-07
Res: 43 6.1015e-07 0 0 0 3.27414e-07 0 6.1015e-07
Res: 44 5.44257e-07 0 0 0 3.27414e-07 0 5.44257e-07
Res: 45 5.16723e-07 0 0 0 3.27414e-07 0 5.16723e-07
Res: 46 2.27343e-07 0 0 0 3.27414e-07 0 2.27343e-07
Res: 47 2.54331e-07 0 0 0 3.27414e-07 0 2.54331e-07
Res: 48 8.22801e-08 0 0 0 3.27414e-07 0 8.22801e-08
Res: 49 1.23501e-07 0 0 0 3.27414e-07 0 1.23501e-07
Res: 50 1.34777e-07 0 0 0 3.27414e-07 0 1.34777e-07
Res: 51 1.85044e-07 0 0 0 3.27414e-07 0 1.85044e-07
Res: 52 3.53233e-07 0 0 0 3.27414e-07 0 3.53233e-07
Res: 53 3.27175e-07 0 0 0 3.27414e-07 0 3.27175e-07
Res: 54 1.59325e-07 0 0 0 3.27414e-07 0 1.59325e-07
Res: 55 2.70376e-07 0 0 0 3.27414e-07 0 2.70376e-07
Res: 56 2.81334e-07 0 0 0 3.27414e-07 0 2.81334e-07
Res: 57 2.42248e-07 0 0 0 3.27414e-07 0 2.42248e-07
Res: 58 3.47517e-07 0 0 0 3.27414e-07 0 3.47517e-07
Res: 59 -5.41546e-08 0 0 0 3.27414e-07 0 -5.41546e-08
Res: 60 -8.88912e-09 0 0 0 3.27414e-07 0 -8.88912e-09
Res: 61 -3.03259e-08 0 0 0 3.27414e-07 0 -3.03259e-08
Res: 62 -8.66437e-08 0 0 0 3.27414e-07 0 -8.66437e-08
Res: 63 9.41859e-08 0 0 0 3.27414e-07 0 9.41859e-08
Res: 64 -2.62279e-07 0 0 0 3.27414e-07 0 -2.62279e-07
Res: 65 4.82067e-08 0 0 0 3.27414e-07 0 4.82067e-08
Res: 66 8.78601e-08 0 0 0 3.27414e-07 0 8.78601e-08
Res: 67 -1.13037e-07 0 0 0 3.27414e-07 0 -1.13037e-07
Res: 68 -3.66536e-07 0 0 0 3.27414e-07 0 -3.66536e-07
Res: 69 -4.53968e-07 0 0 0 3.27414e-07 0 -4.53968e-07
Res: 70 -3.03875e-07 0 0 0 3.27414e-07 0 -3.03875e-07
Res: 71 -3.75753e-07 0 0 0 3.27414e-07 0 -3.75753e-07
Res: 72 -5.38477e-07 0 0 0 3.27414e-07 0 -5.38477e-07
Res: 73 -2.80208e-07 0 0 0 3.27414e-07 0 -2.80208e-07
Res: 74 -1.9872e-07 0 0 0 3.27414e-07 0 -1.9872e-07
Res: 75 -4.35496e-07 0 0 0 3.27414e-07 0 -4.35496e-07
Res: 76 -4.21739e-07 0 0 0 3.27414e-07 0 -4.21739e-07
Res: 77 -4.32549e-07 0 0 0 3.27414e-07 0 -4.32549e-07
Res: 78 -4.91393e-07 0 0 0 3.27414e-07 0 -4.91393e-07
Res: 79 -3.36106e-07 0 0 0 3.27414e-07 0 -3.36106e-07
Res: 80 -6.60678e-07 0 0 0 3.27414e-07 0 -6.60678e-07
Res: 81 -6.83748e-07 0 0 0 3.27414e-07 0 -6.83748e-07
Res: 82 -7.67568e-07 0 0 0 3.27414e-07 0 -7.67568e-07
Res: 83 -8.73103e-07 0 0 0 3.27414e-07 0 -8.73103e-07
Res: 84 -1.2102e-06 0 0 0 3.27414e-07 0 -1.2102e-06
Res: 85 -1.29479e-06 0 0 0 3.27414e-07 0 -1.29479e-06
Res: 86 -1.3128e-06 0 0 0 3.27414e-07 0 -1.3128e-06
Res: 87 -1.55907e-06 0 0 0 3.27414e-07 0 -1.55907e-06
Res: 88 -1.45208e-06 0 0 0 3.27414e-07 0 -1.45208e-06
Res: 89 -1.40089e-06 0 0 0 3.27414e-07 0 -1.40089e-06
Res: 90 -1.48572e-06 0 0 0 3.27414e-07 0 -1.48572e-06
Res: 91 -1.77493e-06 0 0 0 3.27414e-07 0 -1.77493e-06
Res: 92 -1.6889e-06 0 0 0 3.27414e-07 0 -1.6889e-06
Res: 93 -1.70613e-06 0 0 0 3.27414e-07 0 -1.70613e-06
Res: 94 -1.65535e-06 0 0 0 3.27414e-07 0 -1.65535e-06
Res: 95 -1.77826e-06 0 0 0 3.27414e-07 0 -1.77826e-06
Res: 96 -1.49615e-06 0 0 0 3.27414e-07 0 -1.49615e-06
Res: 97 -1.37134e-06 0 0 0 3.27414e-07 0 -1.37134e-06
Res: 98 -1.2488e-06 0 0 0 3.27414e-07 0 -1.2488e-06
