50000.566159049 8.85721448194253e-09 1e-08
50014.5275554433 -5.70424508765041e-09 1e-08
50028.4886401445 2.58089479907924e-09 1e-08
50042.4494516708 -3.16012890523681e-09 1e-08
50056.410043576 -1.44618444763767e-08 1e-08
50070.3704860825 -1.52576905774097e-08 1e-08
50084.3308692351 -1.08653677652763e-08 1e-08
50098.2912553722 -2.51263096732141e-08 1e-08
50112.2517386496 9.61107519639022e-09 1e-08
50126.2123969481 -1.26023803821255e-08 1e-08
50140.1732949153 -1.40987637727212e-09 1e-08
50154.1344827824 3.34856183795212e-09 1e-08
50168.0959912402 2.16383759894267e-09 1e-08
50182.0578323396 -7.25613698260179e-10 1e-08
50196.0199980278 -3.05792670365849e-09 1e-08
50209.9824626824 1.41519398990061e-08 1e-08
50223.9451844627 1.97510770692293e-08 1e-08
50237.9081085761 6.50362557659667e-09 1e-08
50251.8711703751 1.92854145269497e-08 1e-08
50265.8342985673 1.70873060751307e-08 1e-08
50279.7974192135 1.07053503099987e-08 1e-08
50293.7604582621 6.21383436699495e-09 1e-08
50307.7233463916 1.27879812482921e-08 1e-08
50321.6860205312 4.79029611626142e-09 1e-08
50335.6484294925 7.59513942532011e-09 1e-08
50349.6105341377 -2.9855674033377e-09 1e-08
50363.5723130678 4.0827750907178e-09 1e-08
50377.5337612148 1.74561473422746e-08 1e-08
50391.4948946277 2.166155376219e-08 1e-08
50405.4557465315 -7.13882839792409e-09 1e-08
50419.4163699166 -3.36541832918996e-09 1e-08
50433.3768309511 2.21028349034231e-09 1e-08
50447.3372088674 -1.06033308078524e-08 1e-08
50461.2975864459 -1.35249968620474e-08 1e-08
50475.2580491699 -9.90037648961863e-09 1e-08
50489.218674132 -7.31678837968171e-09 1e-08
50503.1795302031 -1.93171747684004e-08 1e-08
50517.1406683467 -1.68507988127502e-08 1e-08
50531.1021243215 8.99072079098927e-10 1e-08
50545.0639114739 -1.24511834292537e-08 1e-08
50559.0260265938 -1.02617835820721e-08 1e-08
50572.9884452415 1.1464591950889e-08 1e-08
50586.9511294056 -4.25189055978327e-09 1e-08
50600.9140248002 4.77213548951751e-09 1e-08
50614.8770695372 1.19594345507255e-09 1e-08
50628.8401918738 -6.59146073571277e-09 1e-08
50642.8033307664 4.32555399561013e-09 1e-08
50656.7663877235 5.38018017753598e-09 1e-08
50670.7293049677 -4.59149073981128e-09 1e-08
50684.6920174576 6.26810384223553e-09 1e-08
50698.6544724838 8.22187575256039e-09 1e-08
50712.6166282059 -6.79112142740025e-09 1e-08
50726.5784606908 2.68280573662585e-08 1e-08
50740.5399618293 9.37980156185222e-09 1e-08
50754.5011444045 1.62380768103089e-10 1e-08
50768.4620388256 -5.21917311740715e-10 1e-08
50782.4226950985 -6.01131190319956e-09 1e-08
50796.3831775892 3.03842492213582e-10 1e-08
50810.3435634466 1.3011218893998e-08 1e-08
50824.3039357889 1.01335560738043e-08 1e-08
50838.264379311 -1.8943660591451e-08 1e-08
50852.2249735833 1.13754526562668e-08 1e-08
50866.1857883779 1.13009790781391e-09 1e-08
50880.1468787126 -2.08446498614733e-08 1e-08
50894.1082818666 2.63241973264025e-08 1e-08
50908.0700160292 9.10856038814486e-09 1e-08
50922.032079342 -4.0183158711744e-09 1e-08
50935.9944519828 3.04156838693941e-08 1e-08
50949.9570965034 6.20590458065842e-09 1e-08
50963.9199626724 -9.49443515068594e-09 1e-08
50977.8829878697 -9.88741978515806e-09 1e-08
50991.846103337 -8.55964078460444e-09 1e-08
51005.8092347409 5.32307863574664e-09 1e-08
