

    0.105847349364021440E-98   -0.686129577838135265E+04   -0.239577694378257311E+01    0.346257459604507112E+01   -0.260557764907728462E+01   -0.405109483606200449E+01   -0.427590302053811477E+01   -0.598652195327799674E+00    0.862421413975136275E+00    0.342987908605839387E+00
    0.151441432908976428E-98   -0.686201618040718677E+04   -0.109196243262665815E+01   -0.187703499807440011E+01    0.254026624232271292E+01   -0.393710386021698655E+01   -0.102772417151203221E+00    0.148347240624656962E+01   -0.108681240957538572E+01    0.994073814162565128E+00
    0.184722081207498153E-98   -0.686241748733330041E+04    0.117952862042310613E+01   -0.128881806096044604E+01    0.146210372857514681E+01    0.153985324726351180E+01    0.139475881500034404E+01    0.129001408560614816E+01   -0.188655666300882308E+01   -0.959627457943939000E+00
    0.280535209596001260E-98   -0.686325718095267257E+04   -0.705131082730139802E+00   -0.154777629976352760E+01    0.266148744710310670E+01    0.392787325440422919E+01    0.153542793162394808E+01    0.236446579818032276E+01   -0.144961821147834913E+01    0.460058228392280810E+01
    0.338872265950678253E-98   -0.686363902894922740E+04    0.257725413285642624E+01   -0.115800055437346572E+01    0.130558327414006925E+01    0.353774290638827082E+01    0.106714304547416372E+01    0.381753806762655579E+01   -0.424679857772659108E+01    0.231325467846455446E+01
    0.401556494582466237E-98   -0.686398247893426287E+04   -0.368708516117588525E+01    0.224905908116890707E+01   -0.257614132185710520E+01   -0.384553085017648399E+01   -0.153360329177758548E+01   -0.428610670620317791E+01    0.401424885594796521E+01   -0.253191060445301330E+01
    0.739172317313662723E-98   -0.686520684460989924E+04    0.195665966761949051E+01   -0.242579138595260702E+01    0.161233104590982368E+01   -0.463803088222105409E+01   -0.114422862268752201E+01    0.148535671753232812E+01   -0.229659113595483877E+01   -0.118701926124317403E+00
    0.835009337109942557E-98   -0.686545466828360168E+04   -0.688883517875557239E+00   -0.442726784017480846E+01    0.350438364351925991E+01   -0.125358360066103458E+00    0.293704360318846280E+01   -0.191055839894803814E+01    0.817291274370070653E+00   -0.316310119269725742E+01
    0.958551053050174865E-98   -0.686573462811879381E+04    0.261956614993105141E+01    0.315531085151974544E+01   -0.334401577223069424E+01   -0.188059045672215364E+01   -0.231155739988695608E+01   -0.376365167414968793E+01    0.397135400842206465E+01    0.254802031911273819E+01
    0.112700166076851567E-97   -0.686606241444500483E+04    0.477790454225007011E+01   -0.526270184767532179E+00    0.116525526475101771E+01   -0.817272192815790000E+00   -0.253524718996292542E+01   -0.120466286337920003E+01    0.143725111900284386E+01    0.115650513975665969E+01
    0.144304500132852409E-97   -0.686656080395816844E+04    0.395642757415771484E+01    0.258465170860290527E+01   -0.188482820987701416E+01   -0.149470210075378418E+01   -0.450582683086395264E+01    0.284784734249114990E+01   -0.230503022670745850E+01   -0.406794905662536621E+01
    0.162382370690673724E-97   -0.686680086038962691E+04    0.101543013843326690E+01    0.251741649264109135E+00   -0.982064922057420908E+00    0.137614281115540571E+01    0.431516555901142418E+01    0.154799303603308402E+01   -0.264635210071098514E+01    0.362093332565121706E+01
    0.162323544189050364E-97   -0.686680413571539611E+04   -0.387855018928521922E+00    0.405436097944646079E+00   -0.241282776410444377E+00    0.378277346309821993E+01    0.775686940870596864E+00    0.565403620760753789E+00    0.105139181106426172E+00   -0.356929867682489732E+01
    0.187264031448757986E-97   -0.686709399176346869E+04    0.232845997750336231E+01   -0.402754244428219099E+01    0.283196896104372975E+01    0.426328523609498689E+00    0.184169447749762583E+01    0.133527050150083149E+00   -0.112091582824227709E+01   -0.329825513414047133E+01
    0.216663230676991527E-97   -0.686738964108704204E+04    0.227401110209782509E+01    0.110938986208403723E+01   -0.177899002345614887E+01    0.377436515038955456E+01    0.235175897808488088E+01    0.141342880857777242E+01   -0.265626326330699225E+01    0.100698248096846044E+01
    0.237161247302883266E-97   -0.686757443321199025E+04   -0.280441942471660832E+01    0.133260182960284990E+01   -0.164818672881016104E+01    0.340934199132990834E+00   -0.255206234578359981E+01   -0.437869002176670463E+01    0.364503001144858274E+01    0.328664023997509425E+01
    0.360851748142995734E-97   -0.686841788706371972E+04   -0.197370640780811346E+01   -0.277581475930957966E+01    0.222142852170172134E+01    0.158374797645505438E+01    0.314584924742109706E+01   -0.338157557042268841E+01    0.227908806226319793E+01    0.185862636730183084E+01
    0.591014885361031631E-97   -0.686940863506332789E+04    0.173402999028698268E+01    0.693892453255035235E+00   -0.635881787780886221E+00   -0.321298583183611797E+01   -0.249658325573773965E+01    0.178122161052029604E+01   -0.109653795761393225E+01    0.297153022602238259E+01
    0.778302044936117038E-97   -0.686996318201848044E+04    0.194020569324493408E+01   -0.318679094314575195E+01    0.223556280136108398E+01   -0.201793611049652100E+01   -0.331641197204589844E+01   -0.857418179512023926E+00    0.462765693664550781E+00    0.146495819091796875E+01
    0.189946799592400172E-96   -0.687175161090328038E+04    0.251600891320348907E+00   -0.395155340496099861E+01    0.443318721058520460E+01    0.337835461459383524E+01    0.644896222039756495E+00   -0.935323471687118158E+00    0.744260386576176103E+00    0.212120234677939390E+01
    0.300351075375086831E-96   -0.687267202692505816E+04    0.781225615327699074E+00    0.106255917494498853E+01    0.209133694556758343E+00    0.334065240118697204E+00    0.489037004501912342E+00    0.434074311410743974E+01   -0.344616559292599201E+01   -0.781580059689622964E+00
    0.447031255968533863E-96   -0.687347137987373753E+04    0.377568437722711714E+01   -0.400518407776840579E+01    0.453815658689290657E+01    0.129788800759786405E+01    0.193567497810354183E+01   -0.365177418459397973E+01    0.361628267897837929E+01   -0.335882363322913235E+01
    0.450965073666276620E-96   -0.687349290263070998E+04   -0.748211619253040361E+00   -0.266628425972208571E+01    0.363608091955104662E+01   -0.231320185559766411E+01   -0.206448663643065711E+01   -0.254437112478555871E+01    0.287306030084847652E+01    0.233265557754011787E+01
    0.524736483688800643E-96   -0.687379991524316301E+04   -0.269740321767930924E+01    0.283906012876127889E+01   -0.293341494915120915E+01   -0.226225956651648508E+01    0.961309267871598649E+00   -0.358562640568077473E+01    0.356021907443318675E+01    0.428093062147451420E+01
    0.536231382796554771E-96   -0.687384725434615393E+04   -0.335462565632099707E+01    0.316469574209303062E+01   -0.366968102949578245E+01   -0.304128973777462885E+01   -0.156098748246013752E+01    0.487458902382835824E+01   -0.484403019167150894E+01   -0.281858873348998351E+01
    0.925008921345123071E-96   -0.687494172960599280E+04   -0.215068394387959216E+01    0.117205205054473183E+00   -0.106628728655938909E+01    0.248641565127710429E+01   -0.358418520802526785E+00    0.399418746431068783E+00   -0.898974369884344426E+00    0.380911667037183754E+01
    0.986362416053800654E-96   -0.687507417053964400E+04    0.244454383850097656E+01    0.106336712837219238E+01    0.140627026557922363E+00   -0.185988724231719971E+01   -0.193587243556976318E+01    0.235475182533264160E+01   -0.154405713081359863E+01   -0.138819873332977295E+01
