   -0.204264819622039795E+01    0.444718837738037109E+01    0.451674222946166992E+01   -0.172772228717803955E+01    0.460927367210388184E+01   -0.491412639617919922E+01   -0.290531277656555176E+01    0.982940196990966797E-01   -0.108025945537933119E+06   -0.621460743175560815E+01    1
   -0.415941894054412842E+01    0.362105190753936768E+01    0.472244024276733398E+01   -0.292471885681152344E+01    0.274719119071960449E+01   -0.170386314392089844E+01   -0.466811835765838623E+01   -0.731045007705688477E+00   -0.823827982213716023E+05   -0.621660743175561681E+01    1
   -0.307010710239410400E+01   -0.307838797569274902E+01   -0.164026677608489990E+01    0.281633317470550537E+01   -0.133624076843261719E+01    0.493432283401489258E+01    0.490599632263183594E+01   -0.146967709064483643E+01   -0.815653189491455996E+05   -0.621860743175561392E+01    1
   -0.310583591461181641E+01    0.327633619308471680E+01    0.364929676055908203E+01   -0.908345580101013184E+00    0.887673497200012207E+00   -0.343699693679809570E+01   -0.403433620929718018E+01    0.111262202262878418E+00   -0.777507150409886526E+05   -0.622060743175561814E+01    1
   -0.300474047660827637E+01    0.427010655403137207E+00    0.497637033462524414E+01    0.231502115726470947E+01    0.491108357906341553E+01   -0.433679640293121338E+01   -0.457213640213012695E+01    0.154195964336395264E+01   -0.773453884173377301E+05   -0.622260743175562414E+01    1
   -0.139201581478118896E+01   -0.490578174591064453E+01    0.848579406738281250E-01   -0.277241528034210205E+01   -0.194422006607055664E+01    0.465946435928344727E+01    0.446111500263214111E+01   -0.472580194473266602E+01   -0.737891035176216101E+05   -0.622460743175562925E+01    1
   -0.231732189655303955E+01   -0.352428257465362549E+01   -0.355778396129608154E+01   -0.314403414726257324E+01    0.145659446716308594E+00    0.279460132122039795E+01    0.360276758670806885E+01   -0.301913022994995117E+00   -0.681650574897540646E+05   -0.622660743175562548E+01    1
    0.337467133998870850E+01    0.233755946159362793E+01    0.280032277107238770E+01   -0.314101755619049072E+01    0.346165359020233154E+01   -0.406618237495422363E+01   -0.416251003742218018E+01    0.134277164936065674E+01   -0.675926443137044116E+05   -0.622860743175562526E+01    1
   -0.157432317733764648E+01   -0.239640891551971436E+01   -0.262553811073303223E+01    0.463152408599853516E+01    0.381826579570770264E+01    0.320237934589385986E+01    0.495390236377716064E+01   -0.122671127319335938E+00   -0.653446842737984189E+05   -0.623060743175562948E+01    1
    0.463987767696380615E+01   -0.368622303009033203E+01   -0.441732287406921387E+01   -0.239596128463745117E+01   -0.477345883846282959E+01    0.279563188552856445E+01    0.212742447853088379E+01    0.469668626785278320E+01   -0.643708332146265675E+05   -0.623260743175562393E+01    1
   -0.748981237411499023E+00   -0.178096055984497070E+01   -0.245201408863067627E+01    0.492959022521972656E+00   -0.312790155410766602E+01    0.403692960739135742E+01    0.461618900299072266E+01    0.473689496517181396E+01   -0.630884169948016279E+05   -0.623460743175563081E+01    1
    0.215747952461242676E+01   -0.212814986705780029E+01   -0.386871457099914551E+01   -0.476556062698364258E+01   -0.440919399261474609E+01    0.273546576499938965E+01    0.411272227764129639E+01   -0.968847274780273438E+00   -0.619151375765778139E+05   -0.623660743175562082E+01    1
    0.404102027416229248E+01   -0.463975250720977783E+01   -0.213225185871124268E+01    0.417331576347351074E+01   -0.364559292793273926E+01    0.388394892215728760E+01    0.197813808917999268E+01   -0.382089614868164062E+00   -0.609485685698424568E+05   -0.623860743175562416E+01    1
    0.192193627357482910E+01   -0.223018825054168701E+01   -0.181614518165588379E+01   -0.349387407302856445E+01   -0.290769577026367188E+01    0.467421829700469971E+01    0.370387732982635498E+01    0.369086623191833496E+01   -0.579569635900728535E+05   -0.624060743175563726E+01    1
   -0.210663616657257080E+01    0.493647634983062744E+01    0.361517071723937988E+01   -0.258057057857513428E+01    0.204855620861053467E+01   -0.936941504478454590E+00   -0.280185878276824951E+01    0.395542919635772705E+01   -0.569879942083304559E+05   -0.624260743175562549E+01    1
   -0.115522086620330811E+01   -0.780823826789855957E+00    0.408225417137145996E+01   -0.175765752792358398E+00    0.188375234603881836E+01   -0.457605242729187012E+01   -0.444533467292785645E+01   -0.724661946296691895E+00   -0.567473425387968309E+05   -0.624460743175562794E+01    1
   -0.333116590976715088E+01    0.233840286731719971E+01    0.376790881156921387E+01    0.144614577293395996E+01   -0.515028834342956543E+00   -0.163697183132171631E+01   -0.466226696968078613E+01   -0.383604288101196289E+01   -0.563975516179845727E+05   -0.624660743175561439E+01    1
   -0.447282612323760986E+01   -0.402301073074340820E+01   -0.407565236091613770E+01    0.497811615467071533E+01    0.178730547428131104E+01    0.459286987781524658E+01   -0.518941879272460938E+00    0.199861347675323486E+01   -0.559190156606595483E+05   -0.624860743175559463E+01    1
   -0.164451003074645996E+00   -0.481480121612548828E+01    0.761871933937072754E+00   -0.380843222141265869E+01    0.498112559318542480E+01    0.426026523113250732E+01    0.383361876010894775E+01    0.236599385738372803E+01   -0.548133793912392794E+05   -0.625060743175561750E+01    1
    0.183751940727233887E+01   -0.220857322216033936E+01   -0.497554361820220947E+01    0.149808645248413086E+01    0.185914695262908936E+01    0.452592253684997559E+01    0.285897254943847656E+00    0.229171276092529297E+01   -0.534646245551683533E+05   -0.625260743175562173E+01    1
    0.164774954319000244E+01   -0.398099124431610107E+01   -0.253319561481475830E+01    0.475033342838287354E+01   -0.254621565341949463E+01    0.279726684093475342E+01    0.254203319549560547E+01    0.446958661079406738E+01   -0.531105664129350116E+05   -0.625460743175560463E+01    1
   -0.222294270992279053E+01   -0.177378833293914795E+01   -0.100955724716186523E+01    0.400106012821197510E+01    0.237954139709472656E+01    0.434837162494659424E+01    0.470784902572631836E+01   -0.178056776523590088E+01   -0.530482609639713046E+05   -0.625660743175562306E+01    1
   -0.142947316169738770E+01   -0.181132555007934570E+01   -0.128804206848144531E+01    0.147249281406402588E+01    0.152874231338500977E+01    0.416092216968536377E+01    0.454528272151947021E+01   -0.424488604068756104E+01   -0.524005075612977525E+05   -0.625860743175563883E+01    1
   -0.424064755439758301E+01    0.992049574851989746E+00    0.237266123294830322E+01   -0.352030098438262939E+01    0.433876037597656250E+01   -0.397980093955993652E+01   -0.437612295150756836E+01    0.148100376129150391E+01   -0.520376612845945638E+05   -0.626060743175564038E+01    1
   -0.326065599918365479E+01   -0.335048913955688477E+01   -0.414809823036193848E+01    0.215920805931091309E+00    0.318775117397308350E+01    0.148102641105651855E+01    0.282862126827239990E+01   -0.128373801708221436E+01   -0.518270196235965122E+05   -0.626260743175563128E+01    1
    0.585775971412658691E+00    0.417136669158935547E+01    0.303188443183898926E+01    0.485968172550201416E+01    0.104473233222961426E+00   -0.286889135837554932E+01   -0.174558997154235840E+01   -0.148893296718597412E+01   -0.509656609820413942E+05   -0.626460743175563195E+01    1
   -0.332838833332061768E+01   -0.270630300045013428E+01   -0.208934307098388672E+01   -0.486377477645874023E+01   -0.324231982231140137E+00    0.305091738700866699E+01    0.379266202449798584E+01    0.321833848953247070E+01   -0.499539562350336491E+05   -0.626660743175561752E+01    1
    0.368430793285369873E+01   -0.490136265754699707E+01   -0.292401552200317383E+01    0.343031466007232666E+01    0.422102272510528564E+01    0.227725386619567871E+01    0.146328091621398926E+01    0.318084418773651123E+01   -0.497753498345464322E+05   -0.626860743175560398E+01    1
    0.306033968925476074E+01    0.404747724533081055E+00   -0.258917272090911865E+01   -0.322128236293792725E+01   -0.200284183025360107E+01    0.489261746406555176E+01    0.436346769332885742E+01   -0.731364488601684570E+00   -0.495898872443504515E+05   -0.627060743175561264E+01    1
   -0.324433147907257080E+01    0.140085339546203613E+01    0.252818882465362549E+01    0.296826720237731934E+01    0.317395806312561035E+01   -0.409160554409027100E+01   -0.359778642654418945E+01   -0.422492444515228271E+01   -0.494710061922588502E+05   -0.627260743175561153E+01    1
    0.495551705360412598E+01    0.238063931465148926E+00    0.330635845661163330E+01   -0.551722645759582520E+00   -0.465309321880340576E+01   -0.345285296440124512E+01   -0.449606895446777344E+01    0.266854345798492432E+01   -0.481839444656312335E+05   -0.627460743175562907E+01    1
   -0.310409545898437500E+01    0.141859054565429688E-01   -0.318281590938568115E+01   -0.381895124912261963E+01   -0.205500960350036621E+01    0.415936350822448730E+01    0.390706479549407959E+01    0.188343346118927002E+01   -0.469994605245629427E+05   -0.627660743175563507E+01    1
   -0.254755735397338867E+01    0.321690201759338379E+01    0.428034007549285889E+01   -0.247902870178222656E+01    0.349015355110168457E+01   -0.353690743446350098E+01   -0.160508155822753906E+00    0.241700530052185059E+01   -0.467495070625712906E+05   -0.627860743175562508E+01    1
    0.160879313945770264E+01   -0.432727158069610596E+01   -0.492687463760375977E+01    0.171527445316314697E+01    0.435411751270294189E+01   -0.206865727901458740E+01    0.384851098060607910E+01    0.414464652538299561E+01   -0.461844317559313931E+05   -0.628060743175561775E+01    1
   -0.958474278450012207E+00    0.226880371570587158E+01    0.361220121383666992E+01    0.822558403015136719E+00   -0.354042947292327881E+01   -0.131575226783752441E+01   -0.403696775436401367E+01    0.215118110179901123E+01   -0.454544857332145548E+05   -0.628260743175562553E+01    1
    0.403668105602264404E+01   -0.464749753475189209E+01   -0.240854024887084961E+01   -0.352160573005676270E+01    0.482629537582397461E+00    0.445214509963989258E+01   -0.560981631278991699E+00   -0.205488085746765137E+01   -0.441300294453652241E+05   -0.628460743175561731E+01    1
   -0.271185636520385742E+00    0.175570070743560791E+01    0.392699956893920898E+01   -0.161716043949127197E+01    0.829515457153320312E+00   -0.373612523078918457E+01   -0.157406449317932129E+01    0.145874857902526855E+01   -0.438482635289901154E+05   -0.628660743175561265E+01    1
    0.204280257225036621E+01   -0.338996946811676025E+01   -0.421611905097961426E+01   -0.413452386856079102E+01    0.159533560276031494E+01   -0.141494989395141602E+01    0.463312089443206787E+01    0.323566496372222900E+01   -0.433582263291212512E+05   -0.628860743175561243E+01    1
   -0.361167073249816895E+01    0.253645300865173340E+01    0.273814797401428223E+01   -0.292174816131591797E+00    0.398443758487701416E+01   -0.583164095878601074E+00   -0.497008562088012695E+01    0.258603632450103760E+01   -0.428831177073451836E+05   -0.629060743175560244E+01    1
   -0.182036221027374268E+01    0.332070589065551758E+00    0.375371336936950684E+01    0.155605494976043701E+01   -0.892021656036376953E+00   -0.461986303329467773E+01   -0.214558184146881104E+01   -0.228853225708007812E+00   -0.422674559218346403E+05   -0.629260743175560666E+01    1
   -0.428770780563354492E+01    0.368307292461395264E+01    0.346682846546173096E+01   -0.305801630020141602E+01    0.394961237907409668E+00   -0.783536434173583984E+00   -0.270671427249908447E+01    0.253943622112274170E+01   -0.415942948911494459E+05   -0.629460743175559845E+01    1
   -0.390201091766357422E+01    0.242163121700286865E+01    0.191105484962463379E+01   -0.439915120601654053E+01   -0.282437086105346680E+01   -0.484597265720367432E+01   -0.153530061244964600E+01    0.269575119018554688E+01   -0.413893220209748324E+05   -0.629660743175561777E+01    1
    0.111152648925781250E+01    0.371285676956176758E+00    0.358228564262390137E+01    0.301480472087860107E+01    0.227508664131164551E+01   -0.207419574260711670E+01   -0.468863844871520996E+01   -0.278144598007202148E+01   -0.413555145107616117E+05   -0.629860743175561844E+01    1
    0.320849359035491943E+01   -0.241652131080627441E+01   -0.798014998435974121E+00    0.341998934745788574E+01   -0.115433752536773682E+01    0.386497914791107178E+01    0.344328165054321289E+01   -0.301608443260192871E+01   -0.413165403429562430E+05   -0.630060743175561555E+01    1
   -0.220913648605346680E+01    0.851876139640808105E+00    0.148442506790161133E+01   -0.274160981178283691E+01   -0.139233589172363281E+01   -0.497823119163513184E+01   -0.328818023204803467E+01    0.401248157024383545E+01   -0.411866270712188925E+05   -0.630260743175562688E+01    1
    0.354087531566619873E+01   -0.690546035766601562E+00   -0.304957151412963867E+01   -0.155589878559112549E+01    0.254327416419982910E+01    0.416552603244781494E+01    0.271585643291473389E+01    0.378976702690124512E+01   -0.411033068186108576E+05   -0.630460743175560623E+01    1
   -0.260459721088409424E+01    0.151061415672302246E+00   -0.425429582595825195E+01    0.425570905208587646E+01   -0.209048688411712646E+01    0.326506972312927246E+01    0.303545475006103516E+01   -0.439326226711273193E+01   -0.403873227801235189E+05   -0.630660743175559624E+01    1
   -0.381967604160308838E+01   -0.112064659595489502E+01   -0.407909333705902100E+01   -0.345992803573608398E+01   -0.296220600605010986E+01    0.352746546268463135E+01    0.171489238739013672E+01    0.440487921237945557E+01   -0.396872799715898436E+05   -0.630860743175560490E+01    1
   -0.132680237293243408E+01    0.489596128463745117E+01    0.373391151428222656E+01    0.276284217834472656E+00   -0.129534959793090820E+01   -0.325494766235351562E+01    0.153240799903869629E+01   -0.213663518428802490E+01   -0.396299297404025638E+05   -0.631060743175560468E+01    1
   -0.331836819648742676E+01   -0.455915212631225586E+01    0.106556415557861328E+00    0.212615966796875000E+01   -0.134447038173675537E+01    0.271553635597229004E+01    0.322441220283508301E+01    0.198331952095031738E+01   -0.396265808980813017E+05   -0.631260743175561778E+01    1
    0.162599086761474609E+00   -0.361922025680541992E+01    0.904538035392761230E+00    0.376930236816406250E+00    0.460899889469146729E+01    0.289253413677215576E+01    0.476175963878631592E+01   -0.404617369174957275E+01   -0.393596639228819622E+05   -0.631460743175562911E+01    1
    0.948184728622436523E-01   -0.317360877990722656E+01   -0.475873351097106934E+00    0.885511040687561035E+00    0.410418033599853516E+01    0.291384577751159668E+01    0.382097125053405762E+01    0.123885750770568848E+01   -0.390567317492383154E+05   -0.631660743175561201E+01    1
    0.250066578388214111E+01   -0.484543442726135254E+01   -0.448534250259399414E+01    0.212762176990509033E+01    0.237920939922332764E+01    0.577569603919982910E+00    0.550895929336547852E-01   -0.831007957458496094E+00   -0.380175905213737642E+05   -0.631860743175562067E+01    1
   -0.345627725124359131E+01    0.375553965568542480E+01    0.354068398475646973E+01    0.846097469329833984E+00   -0.427230596542358398E+01   -0.151739358901977539E+01   -0.135736644268035889E+01    0.164577305316925049E+01   -0.372953462394421804E+05   -0.632060743175563289E+01    1
    0.381820142269134521E+01   -0.887351632118225098E+00   -0.344351947307586670E+01    0.368830323219299316E+01   -0.315980195999145508E+01    0.389344811439514160E+01    0.176383733749389648E+01   -0.551024079322814941E+00   -0.369839252690566209E+05   -0.632260743175561224E+01    1
    0.934815406799316406E-01    0.140112638473510742E-01   -0.321750044822692871E+01   -0.136417150497436523E+01   -0.165777385234832764E+01    0.377993345260620117E+01    0.308266758918762207E+01   -0.670112967491149902E+00   -0.369803834243678866E+05   -0.632460743175559870E+01    1
   -0.370312392711639404E+01    0.369903743267059326E+01   -0.822896361351013184E+00    0.472350001335144043E+01    0.143852770328521729E+01   -0.470498621463775635E+01   -0.254783034324645996E+01    0.305128097534179688E-01   -0.366841516652573919E+05   -0.632660743175561624E+01    1
   -0.147097706794738770E+01    0.378230452537536621E+01    0.350108861923217773E+01    0.508964061737060547E-02    0.276278257369995117E+00   -0.812512636184692383E+00   -0.186577260494232178E+01    0.246180057525634766E+01   -0.359265545051914087E+05   -0.632860743175563911E+01    1
