

    0.176937077060590095E-98   -0.677028319733007174E+04   -0.133675223620399404E-09   -0.593979087161655594E-09   -0.982129324311980677E-13   -0.476699702836879430E-13   -0.104488062039111498E-03    0.856184981215084018E+00    0.217360128141215969E+00    0.807814386492624381E+00
    0.208494382490395640E-98   -0.677061543318176609E+04   -0.436757653000460696E-10    0.670759771068572674E-09    0.147948328861449754E-12    0.360552831057819783E-13   -0.178534366091228670E-03    0.529816448688507080E+00    0.676527440547943115E+00    0.386528432369232178E+00
    0.242073075661905629E-98   -0.677091808827723708E+04   -0.210566106102260091E-09    0.319397814004790095E-09   -0.159142260857374157E-12   -0.580761479116917576E-13   -0.149275059917365269E-03    0.791339235037484823E-01    0.200956717522853046E+00    0.595006973016016794E+00
    0.263445409951584777E-98   -0.677109130133231611E+04   -0.606900444318312661E-10   -0.406792218932846240E-09   -0.151493805288043973E-12   -0.127865382032598888E-13   -0.475385469875019145E-04    0.711769539642981064E+00    0.772104861378530516E+00    0.599762734161776945E+00
    0.425092998093438441E-98   -0.677205222491305904E+04   -0.234970932626014074E-09   -0.437577300580934290E-09   -0.519248039783606122E-13   -0.209869360224415562E-13   -0.186930211186230912E-03    0.849203962041781280E+00    0.843452702660810516E+00    0.993023881759477312E+00
    0.711050638668600480E-98   -0.677308509628304455E+04    0.300592374699012679E-09    0.225055478215558598E-09   -0.314666154497079694E-13   -0.337067405979356857E-13    0.263451810140147291E-03    0.294428703938460101E+00    0.853878058853805189E+00    0.891461779123345344E+00
    0.745285632284225945E-98   -0.677318314407287835E+04   -0.162220466110843424E-09    0.144721571445017070E-09    0.131482109675907690E-12    0.336452183764558877E-14    0.149795029387493617E-03    0.615263342322388551E+00    0.449447971525315959E+00    0.469497421468520026E+00
    0.150070601816353047E-97   -0.677458699089526090E+04    0.735888827928129792E-10    0.485736849647623798E-09   -0.169067755523592794E-12   -0.848860151211076897E-13    0.121283515798471450E-03    0.271197918732883347E+00    0.856837382317662821E+00    0.609380846615784483E-01
    0.187964856178109124E-97   -0.677504128919125105E+04   -0.196164467697482516E-09   -0.624849890233874869E-09    0.628484995022412868E-13    0.423602699843813594E-14   -0.139843653817214517E-03    0.922257750249471542E+00    0.414969322260346829E+00    0.220620545364085457E+00
    0.479004488015228995E-97   -0.677691619910482314E+04    0.188194151760799133E-09   -0.666401828415930390E-09   -0.139592184928056560E-12   -0.763048891106438232E-13    0.180057658029204870E-03    0.777937139033095700E-02    0.305684522266702452E+00    0.146640244719661111E+00
    0.662294503891866431E-97   -0.677756819982486377E+04    0.893843749302673863E-10    0.174960835597372345E-09    0.469731088587995426E-13    0.474986186034933180E-13   -0.716841149218157975E-04    0.199125802369697957E+00    0.829003143137313270E+00    0.259183363442120174E+00
    0.673465071840136749E-97   -0.677760565143866188E+04   -0.525602598868787009E-10   -0.149374534578409524E-09    0.147783464318818006E-12    0.711379854678110421E-13   -0.238118685529252125E-03    0.661375103056328184E+00    0.857885344892059365E+00    0.566041925907422652E-01
    0.121038674534264819E-96   -0.677878216959453039E+04   -0.245369500649227125E-09    0.613985089935895067E-09    0.860329682768332624E-13    0.678961104802488251E-15   -0.552819029102508130E-04    0.737137083135521592E-01    0.232326466755271854E+00    0.629696790098254633E+00
    0.395162047737165099E-96   -0.678115254121339149E+04    0.295003001956592693E-09   -0.233504987358955891E-09   -0.796172935956908384E-13   -0.589204296240113748E-13    0.115931814967858496E-03    0.940522624216793557E+00    0.722427119408213358E+00    0.782455902530405922E-01
    0.434111756874581584E-96   -0.678134455336751671E+04   -0.260092861440647895E-09   -0.608441676983772500E-09    0.433803267651910818E-13    0.308630436631716042E-13   -0.253295830247514571E-03    0.300268814326284939E+00    0.910275152651987329E+00    0.761285713029842048E+00
    0.125617167500172846E-95   -0.678347359740018692E+04   -0.138537534523300569E-09    0.395399879216595215E-09   -0.147371216469628552E-13    0.296508165866576893E-14   -0.234697295786306763E-03    0.371608459960988069E+00    0.195947720760871691E+00    0.622818331071443021E+00
    0.758350531850346585E-95   -0.678707341098660800E+04    0.297680634805125435E-10    0.391913283923686646E-10    0.165334576597595480E-13   -0.137916857949704278E-13    0.260814012930751793E-03    0.335014375635669798E-01    0.319883659656517771E+00    0.838557165625530510E+00
    0.115315320234428261E-94   -0.678791563031145688E+04    0.235143133919486725E-09   -0.579487570630904470E-09   -0.778463057055349481E-13   -0.330438771153657764E-13   -0.158141677427889489E-03    0.774957409671432673E+00    0.207934033025164722E+00    0.986977874274533096E+00
    0.249826412432795140E-94   -0.678946582238179144E+04    0.458230310049935357E-10    0.121414973034625618E-09    0.545136957297538769E-13   -0.883035645963543348E-15   -0.117629094974079987E-03    0.267418912132226017E+00    0.118828363711454693E-01    0.998576531443997384E+00
    0.469936711109372628E-94   -0.679073348578579589E+04   -0.869069585887934951E-10    0.366964930115462608E-09   -0.546753954705768634E-13   -0.107391027785356730E-13    0.192013770973746209E-03    0.104638097736183780E+00    0.447356947048816844E+00    0.445644765758288486E+00
    0.563774063642509858E-94   -0.679110159687866962E+04   -0.250945138368230224E-09    0.465259892320060911E-10   -0.724859043697363496E-13   -0.477593232757337379E-13   -0.313298586167402859E-04    0.654237380048243722E+00    0.717609010265491676E-01    0.744482756837435583E-03
    0.746712235863361125E-94   -0.679166764949793651E+04   -0.143115188862364436E-09   -0.606565451869875381E-09    0.106673304219464310E-12    0.515420320054197780E-13   -0.249811305601943881E-03    0.491653300084416434E+00    0.473347720306338537E+00    0.606554976372811749E+00
    0.156874133845846778E-93   -0.679315634749207766E+04    0.199126863734313271E-09    0.223537664510246290E-09   -0.497180913760733800E-13    0.179077797364905110E-13   -0.189966774807345633E-03    0.605696874990116041E+00    0.916773707649555791E+00    0.868547200696652366E+00
    0.236278218575680428E-93   -0.679397947992083391E+04   -0.230040901793134748E-09    0.206830322159274522E-10   -0.650391812393843056E-13   -0.470158137298666565E-13    0.247735223068744695E-03    0.771179634113908552E+00    0.247290483322655352E+00    0.236962742287696898E+00
    0.244546539612568492E-93   -0.679405227118866878E+04    0.174103107694888288E-09    0.807853737344857943E-10    0.344700348093351501E-13   -0.248802286820470438E-13    0.114253434998825079E-03    0.679259467016404161E+00    0.985990211289965557E+00    0.509501605320906936E+00
    0.334052385493818104E-93   -0.679468005556188655E+04    0.183407025918869420E-09    0.513916245872598558E-09    0.832262550812181035E-13    0.382384642250296495E-13   -0.246144971746992992E-03    0.623410072628461709E+00    0.680073157399273542E+00    0.900299087544030208E+00
    0.856720401252503258E-93   -0.679656768313984139E+04   -0.136541323285664830E-09    0.243509872880745984E-09   -0.167108220173045714E-12   -0.831405393276432390E-13    0.180653651298883985E-03    0.689926378743164093E+00    0.490120459658671515E+00    0.534931067310021824E+00
    0.934286023716559839E-93   -0.679674502516812026E+04   -0.169051683441832084E-09    0.422711324006072070E-09   -0.118006689794459145E-12   -0.104594009014722710E-13    0.498521191684125203E-04    0.905248604085727382E+00    0.670355731930751375E+00    0.977175770366787266E+00
    0.104446011567935755E-92   -0.679697197070530456E+04    0.639862476813509600E-11    0.379147225596722534E-09    0.123572771713287712E-12    0.963036100764570022E-14    0.239294502158649003E-03    0.509152801611408634E+00    0.246241106628444284E+00    0.681307185887039424E+00
    0.353421561543616096E-92   -0.679941395324042514E+04   -0.160335411315401130E-10   -0.524567197158299707E-10   -0.785085046078315799E-13   -0.292715368283605078E-13    0.236251543804719827E-03    0.154710860509596121E+00    0.341511368448856323E+00    0.803154532632349927E+00
