    0.496187567710876465E+01    0.435082614421844482E+01    0.494008302688598633E+01   -0.154687225818634033E+01   -0.582846186280068468E+04   -0.621460743175560815E+01    1
    0.463857889175415039E+01    0.453263461589813232E+01    0.490502893924713135E+01   -0.265026569366455078E+01   -0.554182266982685724E+04   -0.621660743175561681E+01    1
    0.435280978679656982E+01    0.476179301738739014E+01    0.290283083915710449E+01    0.151164472103118896E+01   -0.546198350092961664E+04   -0.621860743175561392E+01    1
   -0.400635898113250732E+01   -0.492183685302734375E+01   -0.808892846107482910E+00   -0.420364379882812500E+01   -0.489915635555821245E+04   -0.622060743175561814E+01    1
    0.443729639053344727E+01    0.413717865943908691E+01   -0.133324265480041504E+01   -0.361918807029724121E+01   -0.445584454847347661E+04   -0.622260743175562414E+01    1
    0.498294532299041748E+01    0.334620773792266846E+01   -0.124152660369873047E+01    0.367763519287109375E+01   -0.404091968294817434E+04   -0.622460743175562925E+01    1
   -0.443545937538146973E+01   -0.400355696678161621E+01   -0.427750170230865479E+01    0.701135993003845215E+00   -0.390262015004822388E+04   -0.622660743175562548E+01    1
   -0.370326638221740723E+01   -0.458816826343536377E+01    0.373854458332061768E+01    0.384415984153747559E+01   -0.379547711654814157E+04   -0.622860743175562526E+01    1
   -0.471839904785156250E+01   -0.355793952941894531E+01    0.212383925914764404E+01   -0.347006916999816895E+00   -0.371043407619954814E+04   -0.623060743175562948E+01    1
    0.347382247447967529E+01    0.471481382846832275E+01    0.404714584350585938E+01   -0.332007765769958496E+01   -0.369772751212173443E+04   -0.623260743175562393E+01    1
    0.492288708686828613E+01    0.319307506084442139E+01    0.319916605949401855E+01    0.172980427742004395E+00   -0.358667872392450045E+04   -0.623460743175563081E+01    1
   -0.323235929012298584E+01   -0.490498900413513184E+01    0.323160111904144287E+01   -0.280774652957916260E+01   -0.355941750535136543E+04   -0.623660743175562082E+01    1
   -0.317846119403839111E+01   -0.499283134937286377E+01   -0.323189795017242432E+01   -0.430265247821807861E+01   -0.348624745097260802E+04   -0.623860743175562416E+01    1
   -0.448000967502593994E+01   -0.362939953804016113E+01    0.654594302177429199E+00   -0.462561905384063721E+01   -0.342567147069362636E+04   -0.624060743175563726E+01    1
    0.296524286270141602E+01    0.497406542301177979E+01    0.420168459415435791E+01    0.138699352741241455E+01   -0.328956596042484034E+04   -0.624260743175562549E+01    1
    0.326070964336395264E+01    0.456923425197601318E+01   -0.131292819976806641E+01    0.425594747066497803E+01   -0.319734325754059591E+04   -0.624460743175562794E+01    1
    0.449071228504180908E+01    0.331599652767181396E+01   -0.340620279312133789E+01    0.346297740936279297E+01   -0.317385786671436472E+04   -0.624660743175561439E+01    1
   -0.456800341606140137E+01   -0.333311975002288818E+01    0.438573777675628662E+01    0.235164225101470947E+01   -0.311392147107395976E+04   -0.624860743175559463E+01    1
   -0.388320147991180420E+01   -0.409726262092590332E+01   -0.363992869853973389E+01    0.164714813232421875E+01   -0.310146143348746682E+04   -0.625060743175561750E+01    1
    0.350226402282714844E+01    0.426603853702545166E+01   -0.657159090042114258E+00    0.317757487297058105E+01   -0.306274146963297790E+04   -0.625260743175562173E+01    1
   -0.332854449748992920E+01   -0.447953820228576660E+01    0.384488224983215332E+01    0.633960962295532227E-01   -0.298636404489317465E+04   -0.625460743175560463E+01    1
   -0.397127211093902588E+01   -0.387538254261016846E+01    0.881010293960571289E-01   -0.410584688186645508E+01   -0.296655326232934840E+04   -0.625660743175562306E+01    1
   -0.344433844089508057E+01   -0.443614602088928223E+01   -0.246791124343872070E+01    0.174035370349884033E+01   -0.294396649727232580E+04   -0.625860743175563883E+01    1
    0.324274897575378418E+01    0.436157763004302979E+01   -0.119800925254821777E+01   -0.375790536403656006E+01   -0.276119055161541201E+04   -0.626060743175564038E+01    1
   -0.366290211677551270E+01   -0.407695472240447998E+01   -0.293401241302490234E+01   -0.360529303550720215E+01   -0.274335660498502784E+04   -0.626260743175563128E+01    1
   -0.440422415733337402E+01   -0.328988015651702881E+01    0.100904464721679688E+01   -0.257592201232910156E+01   -0.270665891022790311E+04   -0.626460743175563195E+01    1
   -0.309240043163299561E+01   -0.452113449573516846E+01    0.419515967369079590E+01    0.357162475585937500E+01   -0.266431982219979818E+04   -0.626660743175561752E+01    1
   -0.394443690776824951E+01   -0.375749528408050537E+01   -0.478896617889404297E+01    0.215350389480590820E+01   -0.262987940243189041E+04   -0.626860743175560398E+01    1
   -0.476129114627838135E+01   -0.278998196125030518E+01   -0.287368059158325195E+01   -0.279379844665527344E+01   -0.242118754459352385E+04   -0.627060743175561264E+01    1
   -0.478583872318267822E+01   -0.269132852554321289E+01    0.166043519973754883E+01   -0.148061335086822510E+01   -0.235192400738341712E+04   -0.627260743175561153E+01    1
