50000.566159049 1.4562846788475e-08 1e-08
50014.5275554433 1.53253807067282e-08 1e-08
50028.4886401445 3.83209468635155e-08 1e-08
50042.4494516708 4.45280225192616e-08 1e-08
50056.410043576 4.21052603884624e-08 1e-08
50070.3704860825 4.71191510063846e-08 1e-08
50084.3308692351 5.33310411752637e-08 1e-08
50098.2912553722 3.72065994782427e-08 1e-08
50112.2517386496 6.63973820121032e-08 1e-08
50126.2123969481 3.52610759617411e-08 1e-08
50140.1732949153 3.4768579588912e-08 1e-08
50154.1344827824 2.56935055400698e-08 1e-08
50168.0959912402 9.44792219642571e-09 1e-08
50182.0578323396 -8.80910101264236e-09 1e-08
50196.0199980278 -2.58947814971439e-08 1e-08
50209.9824626824 -2.19031607008279e-08 1e-08
50223.9451844627 -2.79871830650305e-08 1e-08
50237.9081085761 -4.98479047548983e-08 1e-08
50251.8711703751 -4.23025006507044e-08 1e-08
50265.8342985673 -4.66672108139875e-08 1e-08
50279.7974192135 -5.12249971142322e-08 1e-08
50293.7604582621 -5.08225958584854e-08 1e-08
50307.7233463916 -3.59774694232025e-08 1e-08
50321.6860205312 -3.35553445073767e-08 1e-08
50335.6484294925 -1.81816482515997e-08 1e-08
50349.6105341377 -1.46584158616166e-08 1e-08
50363.5723130678 6.51418445856665e-09 1e-08
50377.5337612148 3.36852433323481e-08 1e-08
50391.4948946277 5.04608125297605e-08 1e-08
50405.4557465315 3.23891126754768e-08 1e-08
50419.4163699166 4.44360157572588e-08 1e-08
50433.3768309511 5.49089624537364e-08 1e-08
50447.3372088674 4.45372975372088e-08 1e-08
50461.2975864459 4.00675177049668e-08 1e-08
50475.2580491699 3.93817681910168e-08 1e-08
50489.218674132 3.45857342923577e-08 1e-08
50503.1795302031 1.27503949989331e-08 1e-08
50517.1406683467 3.54040837987451e-09 1e-08
50531.1021243216 8.3865344556147e-09 1e-08
50545.0639114739 -1.81741786760774e-08 1e-08
50559.0260265938 -2.88880280333587e-08 1e-08
50572.9884452415 -1.91435950557175e-08 1e-08
50586.9511294056 -4.46931188261753e-08 1e-08
50600.9140248002 -4.33530203361346e-08 1e-08
50614.8770695372 -5.21572426204198e-08 1e-08
50628.8401918738 -6.17958625116331e-08 1e-08
50642.8033307664 -4.96601741435475e-08 1e-08
50656.7663877235 -4.46240164023856e-08 1e-08
50670.7293049677 -4.81581168477496e-08 1e-08
50684.6920174576 -2.80980230695825e-08 1e-08
50698.6544724838 -1.54087718937102e-08 1e-08
50712.6166282059 -1.84580225459267e-08 1e-08
